review_id,year,season,designer,author,city,date,review,topic_number
1579,2006,Fall,Sophia Kokosalaki,Sarah Mower,Paris,1-Mar-06,"It was the largest collection Sophia Kokosalaki has shown on a Paris runway a full-fledged run-through from short, belted, multi-collared coats to capes, leather bombers, gray tweed cocoon parkas, cocktail bustiers, and old-gold lamé plissé dresses. It all served to demonstrate how strong she is, both in self-knowledge (sticking to the essentials of her personal taste) and in her awareness of the general direction of fashion. ""I never have any one reference any more,"" she said. ""But there was something a bit royal in there that somehow ended up going via glam rock which is OK by me!"" Kokosalaki's look always turns on a slightly hard New Order-ish eighties vibe that segues, somewhere along the line, into feminine Grecian draping and pleating. This season, she concentrated on developing the layered cuts that other designers are also showing, making complex swathed high collars, putting a peeled-back cuff on the leg of a high platform boot and articulating movement into the components of a slick brown trench. Those, and her body-molded leather bustier dresses, showed her stricter, urban side, while the Greek girl in Kokosalaki worked up silver organza pleating and draped lamé goddess dresses. Taken apart, there are plenty of great pieces in here and taken as a whole, it's further indication that she is edging up the rankings as an independent designer with a voice of her own.",0
1415,2006,Spring,Jeremy Laing,Laird Borrelli,New York,11-Sep-05,"Jeremy Laing is a stealth entry to the spring season. Though his show, 19-looks strong, was not posted on the fashion calendar, he presented Sunday in the elegant, marble-floored Knoll showroom. It's the second time out for this 26-year-old Toronto native, who has worked with the London-based label Preen and with Alexander McQueen. Last fall, he showed a promising collection assembled in just three weeks at Lia Gangitano's Participant Inc. gallery. But spring found him solidly prepared and in an elegant mood. Many of the clothes featured what he called a volant silhouette: winglike extensions of cloth that created a graphic line when viewed in profile, but beautifully framed the draped pieces when seen straight on. Dresses and skirts had full trapeze shapes. Pants were high-waisted and paired with coats, emphasizing a long line, while shorts were toped with vests and boleros. Fabrics ranged from airy parachute silks and luminous taffeta to more-substantial canvas and tie silk. The collection wasn't perfect, but it was a find, and Laing may well be ready for his own timeslot.",8
1362,2006,Spring,Malandrino,Laird Borrelli,New York,14-Sep-05,"To get Down to Earth for her spring show, Catherine Malandrino had 36 models climb onto concrete pedestals at the Pace Wildenstein gallery. That wasn't the only paradox in the show's theme and title; on view were pieces from the designer's limited edition line, Malandrino, a jump up in price from her other signature collection. Her two primary influences, Amish craftsmanship and West African colors, were combined with varying degrees of success. Dresses won out as the strongest pieces, providing a great opportunity to show off both the handiwork, like lace and quilting, and textural fabrics. Liu Dan wore a patchwork dress that was a medley of diamond-shaped pieces of indigo fabric. Atong wore a dress of lace cedar circles that widened in diameter from the bodice down to its orange ribbon-trimmed hem. A woodsy print on cotton voile, with wood bead detailing at the bust line, had a full skirt, and a cotton Jacquard version shot through with silver leaves had an appealing openwork bodice. Separates, however, were a little trickier. A laser-cut leather cardigan was on target, but bib-front shirts with insets seemed fussy. Coats, both the trenches and pea coats, looked bulky. Flag-print ballet flats, which Malandrino is making in collaboration with Repetto, were eye-catching. And her eponymous shoe line, mainly crocheted designs with wooden heels, had its debut during the show. Overall, it was a departure for a designer who is known for petal-pretty, flowing pieces. While the clothes were well made, the effect could be precious and artsy-craftsy, and maybe not as grounded as the designer intended.",2
1308,2006,Spring,J. Mendel,Nicole Phelps,New York,15-Sep-05,"It wasn't that long ago that the idea of a spring collection from furrier J. Mendel seemed indulgent, silly even. Who south of Saskatchewan really needs mink after March? What a difference a year makes. Gilles Mendel's front row was socialite city, and can't you just see them clamoring for his broadtail bolero vests? Ultraluxe pelts aside, there was plenty to love in this collection, starting with a smart little suit pieced together from panels of washed gold canvas and chiffon trim. As with most of his numbers, its edges were frayed; for all of Mendel's talents as a tailleur, he loves to deconstruct his fabrics. At night, he really shined, but not in a predictable way. The sparkle of last season's bullion embroidery has been replaced with matte white beads or, more frequently, with an absence of ornamentation that let his sinuous silhouettes in barely-there face-powder shades take center stage. By this point in the season, the tiered evening column gown has already become familiar, but Mendel's hand-worked numbers, with their chevrons of chiffon, were in a category of their own.",4
1485,2006,Fall,Missoni,Tim Blanks,Milan,25-Feb-06,"The new proportions that Angela Missoni mentioned before her fall show were instantly obvious in the egg-shape billow of the first pullover dress to hit the catwalk. Paired with leggings, it set the tone for a collection that veered between the capelike ""egg"" and a loose, drop-waist chemise silhouette. Either way, there was an unprecedented softness to Missoni this season. It was reflected in the subdued color scheme (curry was the most significant accent, but cinnamon, chocolate, dark green, gray, and nude were also prominent), as well as in the off-the-shoulder slouch of a silk dress side-tied over those ubiquitous and fresh-looking leggings. There was a richness to the collection that also felt like a bit of a departure. Mink hemmed a skirt in the house's classic chevron pattern, and a capelet in the same fur featured bands of bugle beads. Trompe l'oeil beading, meanwhile, duplicated a scarf-tie on a silver tunic dress, emphasizing the light touch Missoni felt was essential to balance the silhouette. Lightness was evident, too, in a feather-covered dress in a sophisticated pattern the French call ramage that looked something like pussy willows. It had a hint of the japanoiserie that has been creeping around Milan another example of the way this collection, while hardly revolutionary, felt up-to-date and nicely in tune with the prevailing trends.",1
1475,2006,Fall,Diane von Furstenberg,Nicole Phelps,New York,5-Feb-06,"Despite a soundtrack that included Dolly Parton singing ""9 to 5"" and Irene Cara belting out ""What a Feeling,"" Diane von Furstenberg's fall show wasn't as much about the eighties as it was about strong female archetypes. Dubbed Working Girl , the collection alternated between sharp, little forties suits in houndstooth knits think sexy secretary and bold patchwork serapes ? la pioneering frontier woman. There were also plenty of wrap dresses, the item that set von Furstenberg on her own fiercely independent path three decades ago. These were joined by shirtdresses in everything from a Navajo-striped chiffon to a leopard print to polka dots (the best came in a navy wool jersey). Pants, that modern woman's must-have basic, were paradoxically lacking. The few times they did show up, with a vest and a bow-front blouse, they were full in the leg and cuffed. Mink-trimmed booties weren't likely to introduce a note of practicality, but there's no denying they're sexy, as DVF's program notes urged us to be, ""every day, all day "" After last season's accident at her studio, in which a rack of stage lights fell on the audience, von Furstenberg moved her act to the Bryant Park tents. Judging by the leisurely stroll she took around the U-shaped runway, she felt at home in her new surroundings. As she greeted celebrity friends like Susan Sarandon, Charlie Rose, Diane Sawyer, and Mike Nichols (who as it happens directed the show's namesake movie), it was apparent that this is one working girl who loves her job.",5
1324,2006,Spring,Ann Demeulemeester,Nicole Phelps,Paris,6-Oct-05,"When editors and buyers walked into Ann Demeulemeester's Boulevard Berthier venue tonight, they were greeted by waiters balancing trayfuls of Champagne. A peace offering after the icy conditions at last season's show? Could be, but any buzz the bubbly stuff provided had dissipated by the time the first look hit the runway, an hour and ten minutes behind schedule. As it turned out, the thirties-flavored gowns Demeulemeester showed in white or black did look as elegant and alluring as a brimming flute. That's not entirely an idle metaphor: Her evening silhouette was almost unfailingly long and narrow on the bottom and frothily layered on the top. Silk halters and tanks provided coverage under crinkly vests, billowy blouses (really just sleeves attached to each other across the shoulders and back), and blatant showpieces made from arrow-thin feathers. The overall effect was frankly rather tricky, especially at a time when women are rediscovering the joy of a little black dress. Luckily, for day she kept things simpler. Bejeweled swags and bibs that hung from the hips or neck almost certainly won't make it into stores, but her full trousers and swaggering jackets will, and that should keep her ardent fans the kind who wouldn't leave the house in a ruffle coming back for more.",3
1554,2006,Fall,Phi,Laird Borrelli,New York,9-Feb-06,"There was more than a whiff of Anglomania at Phi today, where one of Andreas Melbostad's points of departure was the work of British designer Ossie Clark. Melbostad began to take an interest in Clark while researching the prints that found their way into last spring's Phi collection. But the English influence goes beyond the sort of decorative devices Ossie favored; it's visible in Melbostad's construction techniques and in the only-for-the-bold, Biba-esque palette of purple and black. Despite the influences, the show didn't feel referential or vintagey. The designer tweaked spring's flare dress silhouette with mostly engaging additions like cossack collars, keyhole necklines, and peaked shoulders. He also showed some terrific workmanship, especially when he pieced garments together in Deco patterns. A black Deco-print skirt, for example, was constructed in part with zigzag-shaped swatches of the same printed fabric but in white radiating from hips to hem. Coats and jackets are Melbostad's strength, and this season they are bold, with peaked shoulders and dramatic collars. Sometimes they were worn with high-waist, flowing flared pants, which possessed a distinct Euro sex appeal. His boots aimed for same, but fell a little short. It hardly mattered, though, because all eyes were on the quality and construction of the clothes. This collection marked another step in the slow but sure-footed evolution of Melbostad's vision.",8
1372,2006,Spring,Imitation of Christ,Laird Borrelli,New York,9-Sep-05,"Tara Subkoff is famous for being a theatrical provocateur, and she definitely delivered the goods this season with the launch of the IOC denim line. Subkoff cast herself as Gidget (replete with blond bangs, wide-leg jeans, and striped tee) and Scarlett Johansson as a Misfits -era Marilyn Monroe (high-waist dark denim and bright red lipstick) to kick off this typically frenzied but stunning show. At the Surrogate's Court in lower Manhattan, the first grouping of models, bewigged and handcuffed (and sentenced to some slightly overwrought choreography), descended two majestic staircases in pairs, to the strains of Nancy Sinatra's ""Bang Bang (My Baby Shot Me Down)."" The dark denim pieces jeans, shorts, and dresses both formfitting and free-flowing all had the word ""imitation"" embroidered over three crosses on the back pocket. Things lightened up, literally, as the show progressed and ""Let the Sunshine In"" from Hair replaced wolf cries on the soundtrack. The denim was as bleached as a California blonde, and styled like one, too. Mixed in with the Western looks were eyelet and gingham minidresses with a pixie quality befitting Mary Quant, some worn with modish white boots Subkoff designed for Easy Spirit. (There were also one-of-a-kind hand-painted pieces by Rita Ackermann and Ben Cho, among others, which will be sold to benefit Habitat for Humanity.) This being an IOC show, the amused front row, an art-world who's who that included Cecily Brown, Rachel Feinstein, and Mother Inc., had plenty to gawk at. One model in a trenchcoat flashed a denim penis, followed by dancers en pointe wearing hand-painted dresses Subkoff showed during the Paris couture.",4
1400,2006,Spring,Tommy Hilfiger,Nicole Phelps,New York,9-Sep-05,"Tommy Hilfiger has been in business 20 long years, and he spared no extravagance last night to celebrate the milestone anniversary. As the lights dimmed on a star-studded front row that included Lou Reed, Paris Hilton, Jason Lewis, and Fergie from the Black Eyed Peas, who was scheduled to perform at the after-party, a movie of the designer's career highlights began rolling on the runway's enormous screen. Clips from his myriad rock concerts, fashion shows, countless celebrity photo ops, and reality TV hit The Cut whizzed past to a soundtrack by David Bowie, Lenny Kravitz, and Hilfiger's old pal, Mr. Jagger. Next came the models: exactly 100 of them, in tried-and-true preppy staples like seersucker suits, madras bermudas, rugby sweaters, and tan ""I spent the summer at the beach"" bare feet. In a tongue-in-cheek nod to his early days as a hip-hop clothier, boxers peeked over the waistbands of low-slung khakis and Nantucket-red pants, but everything else tennis-racket-print shirtdress, anyone  looked pulled from a Kennedy's closet. A huge beaded anchor splayed across a flaring skirt took the all-American and nautical themes at least a league too far, but Hilfiger made no apologies. As he came out for an enthusiastic bow, he sang along to the Rolling Stones hit ""Only Rock 'n' Roll"": ""I like it, I like it.""",5
1671,2007,Spring,Diane von Furstenberg,Tim Blanks,New York,10-Sep-06,"She called her show ""All About Eve"" (as in the first woman), but Diane von Furstenberg could as easily have titled it ""All About Evolution."" Though wrap dresses opened and closed the show, there were 48 other outfits in between, presenting a huge array of options. A hyper-constructed strapless dress was quickly followed by a slouchy sweatshirt, slipping louchely off a shoulder. Explosive prints shared space with a simple pink shift or a solid yellow coat-dress, buttoned in black. Von Furstenberg said she wanted something "" d contract? ,"" and the key shapes were relaxed: smocks, shifts, tunics. Still, the attitude was dressy. If the style of a tunic was simple, its sophisticated, seductive content python-printed lamé beaded at hem and cuffs was anything but. The serpent imagery suggested von Furstenberg was more taken by Eve the original sinner than Eve the original innocent. And while this versatile collection was too eager to please to be truly wicked, it was a sexy outing nonetheless.",5
1904,2007,Fall,Topshop Unique,Sarah Mower,London,12-Feb-07,"The very English ritual surrounding the Topshop Unique show feels rather like the first day back at school. There are the weary seniors just arrived from the New York collections; over there are the fresh-faced enthusiastic juniors who've barely been to a show before; and there's Sir Philip Green and his family, Topshop's owners, observing who's present and correct. Then everyone knocks back cocktails and Champagne for an hour, and it's finally  oops, yes! on with the show. One notable absentee was Kate Moss, because this collection, designed by the in-house team led by Nick Passmore, has nothing to do with the model's forthcoming Topshop launch in April. Neither, in fact, has Unique much to do with the highly popular fast-moving merchandise that is Topshop's core appeal it's more of a separate stab at a higher-priced collection available in limited quantities. This season, the team settled on its own translation of a Biba-esque Art Deco theme. It was full of fit-and-flare dresses and coats with perked-up shoulders and belled sleeves, austerity-era geometric prints on satin, and long hand-knitted cardigans and vests. The best part of the show was the one item that leapt clear of all that a pair of high-waisted black flared denims with deep, shoe-covering cuffs. Judging by the reaction as all girls know, it's no mean achievement to come up with a newly flattering jean Sir P. ought to be ordering them up in bulk overnight.",7
1698,2007,Spring,Rodarte,Laird Borrelli,New York,12-Sep-06,"At a recent Robert Rauschenberg exhibition, Rodarte's Laura and Kate Mulleavy had the experience of ""being hit over the head with visual impact,"" and they set out to do the same with their spring collection. The sisters, CFDA/ Vogue Fashion Fund finalists, are passionate even obsessive about the construction of their clothes, and it showed in details large and small, such as bow collars, handmade flowers, and feather appliqu's. Almost everything in this collection was exaggerated in terms of volume and finish. Keen students of the eighteenth-century painter Thomas Gainsborough, the Mulleavys sent out pieces that recalled sartorial conceits of yore, like panniers and infanta-style skirts, and they attached an obi-like appendage to the back of an appliqu'd gown. The result of all this was a collection that might not have looked out of place in a classic Irving Penn spread, but what of its position in the modern world? Many in the audience including Karen Elson and Sarah Sophie Flicker were wearing dresses from Rodarte's previous spring collection, and they couldn't have looked chicer. This time around, there were fewer viable real-life options. (One exception was a lean, mean pant in black or deep pink, paired with a white blouse). Still, the balance between art and wearability is something these talented designers should have plenty of time to perfect in the future.",1
1764,2007,Spring,Vera Wang,Nicole Phelps,New York,14-Sep-06,"Today's lovely Vera Wang show made it clear why Kohl's courted the designer for two years and why she's poised to succeed in translating her vision to the moderate-priced clothes she'll design for its hundreds of department stores. Over the last few seasons Wang has expertly refined her signatures. You know a Vera jacket when you see it: the subtle sheen of the silk faille; the short, elbow-length sleeves; the blossoming volume below the bust; the rosette attached with offhand insouciance. She's a brand where other designers are collections of borrowed ideas. That's not to say that she didn't evolve for spring. There was a new balletic quality to the clothes that went beyond the pink rehearsal bar at the entrance to the runway. She played with transparency, a big spring motif, by encasing the lower half of a dress in a bubble of tulle, shrouding a sequined camisole with net, and showing cropped chiffon pants under tunics. She also worked layers, tweaking, for instance, dressed-up gold brocade by tossing a black cotton chemise over it. But what was really interesting was the way she brought her own simple style of dressing to bear on the proceedings. Wang loves a legging and a big sweater. Today she showed fine-gauge cardigans covetable in their cool simplicity and skinny pants that added a casual element the collection formerly lacked. Practice for the Very Vera line that hits Kohl's a year from now? Yes or no, it all looked beautiful.",9
1761,2007,Spring,Preen by Thornton Bregazzi,Sarah Mower,London,19-Sep-06,"Call it the Marie Antoinette effect: Skirts that stick out in panniers from the hips have been popping up in several collections in London. At Preen, Thea Bregazzi and Justin Thornton made theirs short and modernist, cutting them into abbreviated skirts or soft, molded leather dresses. The full hips, Bregazzi said, were inspired by Sofia Coppola's film, ""but we wanted to look at the past and the future at the same time."" This leggy collection fits into the obsession with body-consciousness and the manipulation of shape that are gripping young London designers. Apart from the blown-up skirts an abstract exaggeration of the tulip that's been around for a couple of seasons Preen also explored the possibilities of spirally bandaged second-skin silhouettes. The best were wrapped bands of black elastic, layered pinafore-fashion over crisp white shirts, a styling device that prevented the look from turning too tarty. Moments like that demonstrated how this duo has grown up. They're celebrating their tenth year in business, and for an independent company, that's an achievement in any city.",4
1825,2007,Fall,Etro,Nicole Phelps,Milan,20-Feb-07,"Veronica Etro swapped the psychedelic sixties paisleys and magic-mushroom prints of Spring for twenties constructivism, with some timely Art Deco flash thrown in. The show opened with this season's by-now-familiar round-shouldered, short-sleeved coat with deep fur cuffs. Hers came in a natural linen tweed decorated with geometric blocks of color and slim saffron satin pants. From there, Etro started working the artsy (often over-the-top) layers: belted side-button tunic vests over pussy-bow silk-print blouses with willowy, high-waisted trousers; and a plaid anorak with a fur collar topping a purple pleated skirt with buckles at the sides. For evening, she showed drop-waist numbers, some with crystal embroidery at the hem, others beaded along the racer-back straps. Longer tank dresses were suspended from the shoulders with ropes of jet jewelry. A silk-velvet sack coat as vivid as a tapestry stood out for its simplicity. No matter which decade is the inspiration, a rich interplay of prints and textures is the house's trademark; this season, though, Etro let that exuberance get the better of her. She isn't the only designer guilty of overlong presentations in Milan, but a more thorough edit, not to mention less flamboyant styling, could've sharpened what she said was her message about languid sensuality.",3
1899,2007,Fall,Anna Molinari,Sarah Mower,Milan,21-Feb-07,"At Anna Molinari, Rosella Tarabini clearly got the Milanese-trend memo about keeping it tough, dark, short, and, at all possible times, belted. That might seem like a bit of a volte-face for a label known not long ago for peachy chiffon fairy dresses, but recently this collection has been edging toward a hipper, younger vibe, and so today's mood shift didn't seem too egregiously out of character (which is more than can be said for several other houses in this city). Some of it, admittedly, was down to styling: the military caps as well as the black tights, platforms, and long gloves that are cropping up in so many places. But Tarabini managed to inject enough personality into enough of the things she showed to differentiate her collection from all the others that currently feature laundry lists of black high-belted dresses and coats, egg-shaped skirts, and black patent. Tarabini's strengths: a naughty-schoolgirl black knife-pleat skirt in patent, a high-necked A-line coat, and, most credibly, her contribution to the knit revival that's becoming noticeable this season. Hers were fine-gauge sweater dresses in multidirectional stripes, with a skimpy roughness that made them seem like the kind of thing a young girl really might want to wear a welcome contrast to the gargantuan quadruple-knit fantasies that have appeared on some other runways and that look frankly ridiculous in the midst of the world's global-warming crisis.",7
1957,2007,Fall,Missoni,Sarah Mower,Milan,23-Feb-07,"In a season when the forties and the seventies are a rising influence, Missoni incorporated them both. It's hardly a novelty to tie the decades together, though, because ""the forties"" were the rediscovery of the early seventies which just so happens to be the time when the Missonis were first knitting together their family business. The trouble is, so many are stomping their platforms on this well-trodden era this season that it's shown there's a fine line no, a chasm between doing it badly and making it seem like not such a lame idea after all. Angela Missoni came out on the right side of the line, even if she did use the familiar devices of Rita Hayworth's hair, Marlene Dietrich's tip-tilted hat, and the inevitable Bowie sound track. But what's the distinction between Missoni's cape-sleeved printed dresses, big-shouldered furs, balloon sleeves, tailored flares, Deco jerseys and everyone else's? It's largely a deft wielding of the hard-to-handle dusty seventies palette. Exact choices of maroon, brown, beige, mustard, dusty pink, and petrol blue marked Missoni best-in-class in Milan. Even irregularly pieced triangular Deco patchworks (fully murdered in several collections elsewhere) turned into a double-knit patchwork dress and a shorter shell version that actually looked likable both were helped immeasurably by sexy gathers shaping the bustline. When Missoni keeps the confidence of her feminine instincts like that, things go well. What she might learn is not to be panicked by conflicting trend news. The demerit in this show was the unstoppable short circle skirt that kept popping up, which seemed not just out of character with the collection, but like a panic reaction to the Azzedine Alaïa trend that's currently doing the rounds.",2
1982,2007,Fall,Lacoste,Laird Borrelli,New York,3-Feb-07,"A yellow Citroën with a LACOSTE license plate stood at one end of the leaf-strewn catwalk having, in imagination, just whisked a bevy of bourgeois beauties away to Brittany for a getaway at the coast. To build excitement around the classic basics that are the foundation of the House of the Alligator, creative director Christophe Lemaire has relied heavily on elaborate sets and scenarios, and this time he was romancing the idea of le week-end , as depicted in French cinema ? la Yves Montand and Romy Schneider. Lemaire does not claim to be a revolutionary; his aim, he says, is to make clothes that are evermore  precise, refined, and luxurious.? To that end, he offered some good youthful options (knit minis andcrepe-heeled granny boots) as well as a few grown-up looks that Schneider might have loved (the knit kimono coats and voluminous capes). There were lots of desirable separates that fairly screamed  fall? a loden microduffel, belted Annie Hall blazers, a slick rubberized burgundy raincoat. The latter had an undeniable je ne sais quoi , but at times things got a bit syrupy and over-Frenchified. One too many berets made an appearance. And when a trio of models with choreographed smiles marched out toting French novels, cinema magazines, and an artist's portfolio, you sensed it was time to pack up the Citroën and start the journey home.",4
1709,2007,Spring,Valentino,Sarah Mower,Paris,4-Oct-06,"His label might be just nine months shy of its forty-fifth birthday, but in a season when a buzz about ""lightness"" is in the air, Valentino proved he holds the franchise on old-school loveliness with as much authority as ever. Remarkably, his spring collection made some of the lifelong themes of his work delicate dresses, lace, bows, and, of course, the color red seem quite beautifully relevant at a time when so many edgier upstarts are stabbing around the territory. Exhibits: a little ivory polka-dotted organza dress, with ripples of pristine frill running around the shoulders and throat; and a shapely scarlet strapless goddess gown, dramatically wrapped with an expertly knotted, flow-away georgette drape. Either of these, plunked in the middle of an emerging designer's collection, might be deemed trend-hitters, not to mention streets-ahead in terms of accomplishment. There was a reason this thought cropped up amongst the fragile sugar-pink and lavender chiffon, tiny puffed-shoulder sequin jackets, and multitude of prettily placed bow-motifs: The hair had turned modern, rather than lacquered and bouffed. It was just enough of a context change to make another generation stop giggling at the back and pay attention. Even if hip kids aren't about to rush to Valentino right now, this presentation put down a marker for what the label could be in the future. There is no word about succession in this house Valentino is still enjoying himself far too much but any aspiring eye out there would do well to study the detail in this collection. Valentino's inimitable touch with pleating and ruffles flat, accordion, tiered, fluttery, crisp, fris e-edged was a kind of master class in the essence of this brand.",8
1943,2007,Fall,Daryl K,Joanna Rodger,New York,9-Feb-07,"Rock chic is what Daryl Kerrigan does so well, and this time she did it with an eye to the seventies. ""I began with Jane Fonda in Klute , for a leaner silhouette,"" she said, referencing Bree Daniels, circa 1971, perhaps the most famous call girl in all moviedom. Two fantastic, long and lean and shiny trenches opened the show. ""We call it liquid leather, but it's actually a high-tech Japanese fabric,"" the designer explained. ""Anyway, it's the ultimate mac."" Colder days will warrant the navy wool version that followed. And from there, Kerrigan moved on to tunics and dresses with dolman sleeves, swingy coats, slouchy blouson jackets and tops, and cozy belted cardigans. Nearly everything was paired with leggings, which came in satin, molten lamé, or, best of all, stretch leather. The closing series of washed-wool plaid pieces added a rustic touch to this otherwise slick urban collection. Yes, it's a formula, but when it works this well, why change?",3
1974,2007,Fall,Brian Reyes,Joanna Rodger,New York,9-Feb-07,"Climbing back up after a low season can be a slow process. Brian Reyes stumbled in Fall 2006, but he regained some traction with his Spring collection, and more recently he scored a confidence-building red-carpet coup (that was his royal-blue dress on Ugly Betty 's America Ferrara at the Golden Globes). The Fall show offered further evidence that he's back on track. Save for a few minor problems, it worked. Reyes sent out an army of dresses in a flurry of colors, patterns, and textures borrowed from traditional Himalayan garb kaleidoscope prints, cloud prints, and animal prints in silver, violet, emerald, and more. What many of these looks had going for them was this season's structured volume. Padded cocoon coats looked as if they could hold their own on Everest. A lightly quilted mod silver minidress formed a neat little cylinder around the body. Moving on to movie-star dresses, Reyes impressed with a silver wrapped-and-pleated number and a gold-sequined column trimmed in black chiffon. Shirting-stripe dresses, on the other hand, felt out of place among all the rich colors and patterns. Still, we'd wager that Reyes, in current form, will enjoy another big awards show moment soon.",2
2273,2008,Fall,John Galliano,Sarah Mower,Paris,1-Mar-08,"Where were we? Kubla Khan's stately pleasure dome, suggested the invite; a Vegas-style Buddha-themed garden, suggested the set and a cavernous hall somewhere on the far-flung outskirts of Paris, according to the map. In fact, once the show actually started, we were firmly back in familiar John Galliano territory, the place where he gets to do all the things he loves with bias cutting, retro coats, and overblown headgear. After the eye clicked onto the Poiret-period Orientalist houri pants and tassel-detailed, handkerchief-point gowns, the significance of the backdrop snapped into focus: It was a pastiche of a Rudolf Valentino-era silent-movie set, and Galliano was dressing the leading lady. He always adores a crazed actress as a muse, of course, though she's never one to be relied upon to stick to any literal script. This season, as ever, her wardrobe slipped between decades from fragile bias-cut thirties chiffons and ruffled furs to forties-print dresses and flowerpot fifties hats to gargantuan knitted caps that could only have been dreamed up yesterday. If it didn't make for one of Galliano's wildest collections, it will look good in stores. His delicious palette of dusty salmon pinks, pale blues, teals, and burgundies is guaranteed to reverberate amongst the sea of black that's destined to hit racks this fall. On top of that, there's news for fans to check out: Right on time to catch the season's excitement about jewelry, Galliano is launching his own line, which liberally bedecked the girls in the form of oversized brooches and neckpieces.",8
2284,2008,Fall,Jaeger London,Sarah Mower,London,10-Feb-08,"To gauge what's going on at Jaeger, you have to understand the British term ""the high street"": It's the stretch of affordable fashion that supposedly takes in everywoman a market that has recently been characterized by plummeting prices and a matching slump in standards. Jaeger sits at the upper end of that segment, a brand with the historical aura of a good-but-boring name about it, squarely set in the middle-income, middle-aged bracket, and not afraid to say it. So when the audience rolled in for the debut of the brand's Jaeger London collection, expectations might fairly have been described as middling as well. What a surprise, then, when a great, shaggy brown-and-black goat-hair bomber marched out, followed by a nicely cut brass-buttoned caped jacket with a giant sou'wester cut in the same fabric, then loopy knitted chubbies, and more neatly tailored coats with stand-up collars and big patent buttons. More surprising yet, it managed to pull off the difficult trick of acquiring fashion content (a bit sixties, while avoiding egregious clich's) without insulting the existing customer. Can she be forty-plus and go for those double-knit bonded jersey flares with maybe a matching cape? Sure. They're an item with cross-references in international fashion (say, what Halston is doing in New York), but they'll be affordable and provide a great deal of presence at a conference table, too. There are a few secrets behind this. One is that Jaeger's CEO, Belinda Earl, and her all-female team live that life and understand it. Two: The woman who took the bow is Karen Boyd, who had a label with Helen Storey in the late eighties. And three: They hired all-British super-league talent Stephen Jones for the hats, Sam McKnight for hair, Russell Marsh for the casting, and British Vogue 's fashion director Lucinda Chambers as stylist. They spent the money, and it paid off. After the show, a delighted Earl said the collection starts wholesaling for the first time tomorrow.",4
2077,2008,Spring,Calvin Klein Collection,Nicole Phelps,New York,11-Sep-07,"Francisco Costa's strong Fall message meant expectations were high today at Calvin Klein. The collection began with an all-white passage: a lean, chalky jacket, bodysuit, and high-waisted skirt; a shift with nothing to interrupt its lines from shoulder to shin but the model's narrow curves. Slowly working color in, Costa showed a short-sleeve leather jacket decorated in a barely traceable graphite pattern with slim, tapering pants and followed that look with a gray wrap dress softly draped at the back. A trio of long T-shirt dresses with seamless shoulders in pretty, vivid shades of blue and green stood out, but Costa seemed to prefer neutrals. A bias-cut backless halter gown that closed the show was a shade of buff that barely registered. Here and there, a curving seam interrupted the spare, clean canvas of these clothes, as did the extra panels on the fronts of the dresses. It wasn't enough, however, to alleviate the quiet repetitiveness of the collection as a whole. Yes, it was minimalist in the style of old-school Calvin, but there was a whiff of Raf Simons' Jil Sander here, too. Now that Costa has proven he has original ideas, we expect something more inventive from him.",9
2285,2008,Fall,Vivienne Westwood Red Label,Sarah Mower,London,14-Feb-08,"Dame Viv is back in London! Showing a collection that glories in the girls who turned King's Road into an endless fashion show from one end of the seventies to the other. Glam poseurs, sexy secretaries, and perverse punks all present and correct! Actually, for accuracy's sake, the above needs a little qualification. Vivienne Westwood has never stopped living in London, though she's shown her main line in Paris for almost a decade and has no plans to change that. The collection she showed today was her second line, Red Label, and it was here by popular demand from retailers. ""I never really wanted to show a second line [on the runway] because it's such a lot of work,"" she said. ""But it's good because it means I don't have to let go all of the ideas I have so quickly. There's an awful lot of energy in London now, and I found it much easier to show than it used to be. There's help; sponsorship; fantastic hair, makeup, production people; and really top girls."" If Britain's national fashion treasure had any lingering reservations that showing her commercial line might tarnish her reputation, the effect ended up just the opposite. Fifteen years ago no one would have predicted such an incendiary nutcase would ever survive in business, let alone live to swish a wearable collection of in-demand Westwood-isms in the face of her gainsayers. But that was what it was: a lineup of pinstripe tailoring, tartan kilts, knits, and coats with rounded lapels stamped with the baggy-hemmed, asymmetric hallmarks of the Westwood classic. The fact that it's all at an accessible price even the gorgeous versions of her draped-bosom evening dresses is, for a democrat like Viv, perhaps the biggest triumph. No wonder it looked like a victory parade when she came out at the end of the show arm in arm with one of London's It girls of the moment, Lily Donaldson.",3
2390,2008,Fall,Derercuny,Nicole Phelps,Milan,17-Feb-08,"What's missing from the modern woman's wardrobe? It's not the tunic dress, densely embroidered to evoke armor and featuring sheer, G-string-exposing, ruched tulle sides, that closed the Derercuny show. A blouse in black lace also see-through, and with the puffed upper sleeves of a medieval knight's costume probably isn't topping anybody's must-have list either. But there they both were in Korean designer Mina Lee's third runway show for this Samsung-backed, Milan-based brand. Once upon a time (as in before she started showing the collection on a catwalk), Lee was known for the deceptively simple, wearable way she mixed feminine details with masculine tailoring. There were practical and chic pieces here, including a blouson sweater vest that topped a high-neck button-down chiffon blouse and long khaki flares, as well as on-trend, thick-ribbed, short sweater dresses that looked dipped in gold or silver paint. But they were lost in the Gothic haze produced by the out-of-date notion of building a collection around an inspiration as overt as the Middle Ages.",6
