year,season,designer,author,city,date,review
2000,Fall,Thimister,Hamish Bowles,Paris,27-Feb-00,"Showing in his new showroom space an atmospheric turn-of-the-century Parisian atelier Josephus Thimister's collection was an exercise in subtlety. Hairstylist Odile Gilbert's pink- and grey-powdered eighteenth-century looks on both men and women reflected a mood gently suggested by Thimister via Beau Brummel collars on poplin blouses, and close-to-the-body frock coats in stiff felted wools. Confined to an exquisite palette of bois de rose, bone, ink, dulled silver and tobacco, Thimister made his a message of continuity, revisiting his trademark pieces. The sheath dress with a draped wrap in back, or pelican cowl in front, was reconsidered in glazed linen or ribbed platinum lamé. Thimister's signature mohair hand-knits appeared as overscaled sweaters over side-swagged skirts, or as slim evening dresses dusted with tarnished silver sequins and ribbon thread--or even as a fragile evening stole for a shining evening sheath worn by enduringly beautiful '60s supermodel Benedetta Barzini. Thimister's oatmeal mohair hand-knit cardigan with platinum lamé pants was also the most contemporary take on the vintage Chanel redux that has proved a collection's keynote a subtle homage to another designer who believed in evolutionary fashion."
2000,Fall,Alberta Ferretti,Armand Limnander,Milan,26-Feb-00,"Come fall, Alberta Ferretti's girls will be casually strolling up Madison Avenue, sipping cocktails at the Plaza and then heading out for a night on the town. Ferretti showed a full wardrobe of essentials for the quintessential girl-about-town: Wool coats with fur-trimmed sleeves, sheared fur jackets and beaded, layered evening dresses all looked chic. There were also optical-printed tops, croc skirts and tweed suits cinched at the waist with thick metallic bands. The overall effect depended on which shoes the girls wore Ferretti offered both slim, ladylike heels and perfectly flat riding boots."
2000,Fall,Chalayan,Plum Sykes,London,16-Feb-00,"Hussein Chalayan set his stage up like a sitting room. Very spare, it consisted of four chairs, a table, a flat screen television, several vases and pots, and lots and lots of white space. What has all this to do with clothes? In Chalayan's world, everything. Chalayan's models appeared dressed in seemingly simple clothes like a black coat, or tan trench, and then secreted away the household objects inside the coats or in outer pockets. Like millennial (and amazingly chic) nomads, they wandered the stage in stiff black dresses inspired by Christian Dior, ruffled skirts, shirts with strange volumes, all of it perfectly proportioned, very new and outrageously modern. Chalayan's finale was quite astonishing. Four models clad in chic gray shift-dresses approached the set of chairs, removed the covers and literally put them on. The chair covers became perfect versions of the shifts they were already wearing. The last model stepped inside the table, lifted it up, and it transformed into a wooden skirt (the real fashion-insider will remember Chalayan's graduation show included a wooden skirt too). Finally the chairs folded into suitcases, which were carried off the stage, the television screen disappeared, and we were left looking at an empty room. If it sounds like a magic; that's because it was."
2000,Fall,Alessandro Dell'Acqua,Armand Limnander,Milan,22-Feb-00,"Alessandro Dell'Acqua's presentation kicked off with Alek Wek wearing a simple yet stunning black jersey dress with a flower appliqué on the side. This marked the beginning of a collection filled with similar motifs floral and butterfly embellishments showed up on bodysuits, sexy skirts and sheer overlay dresses. Op-printed sweaters and skirts, short furs and translucent tops with ruffled trims also took a turn on the runway. The show closed with a string of jean ensembles that contrasted the streetwise appeal of denim with the romantic feel of breezy chiffon tops."
2000,Fall,Preen by Thornton Bregazzi,Plum Sykes,London,14-Feb-00,"Preen is an underground outfit that has steadily built up something of a cult following. Incredibly hip and ultra-trendy, designers Justin Thornton and Thea Bregazzi bring the London Street to the runway in a very effective manner. The red skirtsuit with a bow at the neck was the most modern take on the suit I have seen this season; a little black dress had marvelously Gothic pointy shoulders and a ton of cool attitude. Chiffons appliqu'd with leather were super-sexy; a pale pink sweater, with its overly high neck and giant wool rose at the shoulder, would hit the spot whether you were at Balthazar or Meow Mix. I call it Edgy Chic."
2000,Fall,Loewe,Hamish Bowles,Paris,3-Mar-00,"The constructive ideology calls for the highest exactitude of means of expression, read part of the program for Narciso Rodriguez's sleek show for Loewe. Don't ask. Pretentious theory aside, Rodriguez's show was a study in controlled elegance. His graphic little shift dresses and neat coats and pantsuits had the look of Jackie Onassis' sporty-deluxe wardrobe during the Ari years. Deft leather work is the specialty of this classical Spanish house, and Rodriguez capitalized on the superb craftsmanship with contrast-insets in a Mondrian grid on those leather shifts, and refined chevron work. Subtle touches of hidden luxury included a warm-pink satin lining on the camel jacket of a mini suit, and matte caviar sequins on a chiffon evening mini. Rodriguez kept to an appropriately Spanish palette of black, honey-tan, palomino and a dash of lingerie-pink, and focused on understated luxury. You win the pop quiz if you can count the number of chevron black-and-white mink coats we've seen this season, but Rodriguez's held its own. His top-heavy shearling tops with skinny leather pants looked hipper still a palatable take on the '80s."
2000,Fall,Vivienne Tam,Armand Limnander,New York,8-Feb-00,"I've mixed the romanticism of the Orient with sensual silhouettes to create a look that is feminine, yet hard-edged, said Vivienne Tam about her collection, which celebrated the Chinese New Year. Gold was the dominant color for a series of fun looks that included chrysanthemum-beaded dresses, velveteen coats with fur trims and metallic-embroidered shells. There were also shimmering optical prints, sequin starburst dresses and purple leather trousers that were thoroughly urban and modern. Tam's clean designs were enlivened with texture, color and shine to create an eclectic and thoroughly upbeat show."
2000,Fall,Jean Paul Gaultier,Hamish Bowles,Paris,1-Mar-00,"Jean Paul Gaultier's collection was an ode to smoky Parisian chic although at times it felt like an epic poem since those looks just kept on coming. Gaultier created a rain-drenched sidewalk as his runway became littered with cigarette butts in true Gallic fashion. His models came out provocatively dragging on Gauloises to a soundtrack featuring the soothing words of an anti-smoking therapist. Gaultier wanted to create real-life looks that reflected ""the chic and elegance of daily life"" for the chic Parisienne perhaps and threw in just enough of his customary playful inventions. These included vests with collars that folded into integral jackets and opera gloves with pockets just big enough for, well, a packet of cigarettes. Gaultier has reinvented the trench coat masterfully in his couture collections, and they put in an appearance here too--black and narrow and cut to the floor or as a perfect little coat-dress. If it wasn't the characteristic show-stopping Gaultier drama, this collection was about a quiet elegance that, like his couture collections, paid subtle homage to Saint Laurent. YSL touches included the jersey chemise--here reworked as a tunic over pinstripe pants, featherlight chiffon pleat skirts, stylish ""smokings"" and all those mannish trilby hats. Gaultier, who was already an established design force the first time around, showed timely '80s touches like the stirrup pants worn with viciously high heels and the bat-wing sleeve that appeared throughout the collection proving his talents for invention and reinvention."
2000,Fall,Jean Colonna,Armand Limnander,Paris,29-Feb-00,"At a moment when it seems like everything in fashion has gone positively dotty, dainty, polished and ruffled, Jean Colonna's fast-paced, hard-edged collection offered a refreshing change of mood. In his hands, the sweet, girly chiffon dresses that have taken over the runways have now become super-sexy, vampy attention-grabbers with zippers, sequins and appliqu's. Jeans with leatherlike insets had frayed edges and piping, and leopard-print tops were worn under sheer blouses. How to top off the ""can't-wait-for-midnight"" look? With massive faux furs, golden motorcycle jackets and coats, transparent shoes and graphic, Blade Runner -inspired make-up."
2000,Fall,Bella Freud,Plum Sykes,London,14-Feb-00,"Bella Freud never does anything obvious so of course her show wasn't a show at all. Instead, the designer decided to produce her own magazine, shot over the course of two days. Anita Pallenberg lent her very bohemian Chelsea flat for the shoot, which was only fitting since the whole collection was inspired by her personal style and the movie Performance. ""Anita's always dressed much cooler than the average rock and roller,"" said Freud. ""She has some really tacky things and some really elegant things."" Freud's collection pairs an orange velvet suit with a lilac polka-dot chiffon blouse; a purple leopard-print stretch dress with a classic coat; and a pinstripe suit with a striped English school scarf. There were perfect little black satin dresses with frills at the elbow; mini minidresses in green tiger-print chiffon and tiny skirts in fabulous English tweed. And for anyone who can't wear a 3-inch skirt, there are masses of sexy, beautifully produced knitwear. Freud's magazine will feature all of London's coolest kids: Photographer Dan Macmillan, who will also take a turn in front of the camera, and Chanel girl Devon Aoki, Jerry Hall, Jade Parfitt and Kiara as models. Add a John Malkovich interview with Pallenberg and a contribution from artist Sarah Lucas and you have the ultimate fashion 'zine. There's only one hitch: As yet the magazine has no title."
2000,Fall,Missoni,Armand Limnander,Milan,22-Feb-00,"It's a good fashion moment for Missoni. Prints and sophistication--both buzzwords for Fall are the concepts upon which this well-known Italian fashion house was founded. Missoni's ideal of visual and visible elegance came alive on the runway with considerable zeal. Capitalizing on the current branding craze, Missoni used a zigzag ""M"" pattern as an oversize, tongue-firmly-in-cheek logo. There was also an emphasis on eclectic mixing and matching: beaded trousers, Lurex knits, liquid satins and comfy tweeds all came together in an extravagant potpourri of texture and color. How to top off the rich look? With sheared-fur bomber jackets, gold tights and matching shoes and bags."
2000,Fall,Prada,Armand Limnander,Milan,21-Feb-00,"VH1/Vogue Fashion Awards Designer of the Year nominee Miuccia Prada showed a strikingly beautiful collection. Sharp suits with narrow shoulders, defined waists and flowing skirts captured the spirit of the presentation, which was all about polished elegance and classic sophistication. Inspired by a '40s silhouette, Prada relied on an understated and tasteful color scheme: chocolate and gray dominated, with occasional dashes of yellow and red. For evening, Prada showed sexy velvet dresses with floral appliqu's and a few silver beaded gowns that were absolute showstoppers. And, of course, you can always rely on Prada for some of the best accessories on the market: Her open-toed heels and geometric bags were an instant hit with the fashion crowd."
2000,Fall,Balmain,Hamish Bowles,Paris,27-Feb-00,"At Balmain, Gilles Dufour takes the house's staid Jolie Madame image and filters it through the eyes of a younger generation. There is a limit to how rebellious his gilded Parisienne wants to get, however. Grandm're's draped black-jersey cocktail dress from the '40s? Punk it up a little with colored hose and spike-heeled satin ankle boots. Maman's sun-ray-pleated, giant-dot print '60s chiffon frock? Shrug a slim leather coat over it, and pin your hair into a messy French twist. Those dappled double-face country tweeds (nip-waist jackets and short, full skirts)? Spice them up with a graffiti print T-shirt or a skinny cashmere sweater with a saucy message emblazoned across the front. Dufour takes an old leaf from Schiaparelli's book too, sprinkling beaded butterflies, satin M&Ms or coils of ""pasta"" on fitted evening jackets, or sequin eyes, lips and even bright-colored false nails on knits. Flying with the season's ""more is more"" mantra, and leaving the editing to the editors, Dufour throws little mink matinee jackets (reinvented in cartoon colors and shrugged over cut-velvet and chiffon kilts), firework embroideries and Dickensian cutaway jackets into the frantic mix."
2000,Fall,Victor Alfaro,Armand Limnander,New York,6-Feb-00,"Victor Alfaro clearly has one objective in mind when designing: to make women look as glamorous as humanly possible. This time around, his archetypal woman went out to play mixing and matching leather motorcycle jackets in vibrant colors with easy, chunky knits, sexy crocodile belts and sleek, long slacks. Optical prints, reminiscent of '70s upholstery fabric, looked surprisingly chic in low-slung trousers and long coats; plaid fringed skirts, blush silk jackets and grape chiffon evening dresses screamed for cocktails in Aspen. Overall, it was an eclectic, artfully combined collection that successfully dared to explore a variety of influences."
2000,Fall,Clements Ribeiro,Plum Sykes,London,16-Feb-00,"Even under the worldwide onslaught of Super-Chic Chic, Clements Ribeiro prefer to go their own, super-decorated way. Good for them I like designers who stay true to themselves. That is not to say that Suzanne Clements and Inacio Ribeiro don't have their own, very quirky little brand of chic going. They do. It consists of soft chiffon dresses beaded with tarnished siver sequins, little sweater sets in glittery stripes or polka dots, distressed tartan skirt suits, beautifully printed silk blouses with wonderfully billowy '70s-style sleeves, and wool coats printed with giant, glittery polka dots. Their take on the suit was as original as ever a cropped jacket with puffy sleeves and cropped trousers, or a bow-necked jacket with a slim skirt. Clements Ribeiro's use of color is always interesting, and this time the hit combination was lemon and camel. Worn as a sharp little camel coat with lemon dress and hat, this look was the very picture of chic, London-style."
2000,Fall,Saint Laurent,Hamish Bowles,Paris,28-Feb-00,"With his third runway show for Yves Saint Laurent, Alber Elbaz finally hit the target with a controlled collection that proved a strong modern take on the house's timeless chic. Elbaz elongated and chiseled the classic proportions of the trademark boxy jackets and pencil skirts, and showed them with black glove-leather shirts with matching narrow ties--a cool, modern spin for the classic YSL suit. With satin revers on an overscale man's Crombie coat, he also gave a contemporary twist to ""le Smoking."" Moving away from the house's enduring '40s references, Elbaz's models wore their hair in severe French twists and stalked the runway in vicious stiletto-heeled shoes. Tabard coats and dresses, worn over skinny rib knits, and a trio of priestly black jersey robes, allowed Elbaz to express his austere side. Leaving grand soir statements to the master himself and the haute couture collection he continues to design, Elbaz sent out only short, after-dark looks for his finale. Classic metallic lace looked chic again, in long-sleeved midi dresses styled with hip-slung crocodile belts and wrinkled '70s cavalier boots. Great-looking tarnished brass lamé suits with black chiffon blouses, body-skimming cocktail dresses in black slipper-satin, and entrance-making flapper dresses solid with brilliant silver bugle beads were followed by a final stylish take on a YSL classic the sheer black chiffon blouse with a skirt made entirely of ostrich feathers."
2000,Fall,Lawrence Steele,Armand Limnander,Milan,21-Feb-00,"Lawrence Steele aptly calls his collection ""sophisticated, eccentric, ostentatious, daring, smart, sexy and languid."" The American designer relied on his well-known brand of glamour for this collection, and it shows. Printed tweed suits looked smashing when paired with fox mufflers and scarves; so did the flirty tulle dresses with embroidered overlay that opened the show. But Steele's forte is cocktail dressing, and he knows it. His ultrasleek, shimmering, liquid black-and-gold gowns and beaded sheer numbers are designed for women who want to make a statement and aren't afraid to stand out from the crowd."
2000,Fall,Julien Macdonald,Plum Sykes,London,17-Feb-00,"Julien Macdonald decided to end London fashion week with a very loud bang. He attracted 1500 people to the Millennium Dome to see a brashy, flashy, trashy, vampy collection of barely-there evening gowns, asymmetrical frocks and almost-invisible miniskirts. Into this outrageous mix, he threw quite a lot of crazy printed fur coats, gilded serpent trousers and psychedelic jeans. The whole bizarre experience rounded up with a performance from Gwen Stefani and her band No Doubt. She was wearing bondage trousers and one of Julien Macdonald's fabulous pink coats. Fashion rocks!"
2000,Fall,Emporio Armani,Armand Limnander,Milan,23-Feb-00,"Taking his Emporio line in a more eclectic direction, Giorgio Armani ably translated both luxurious and practical looks into affordable, trend-conscious clothes. On the sumptuous side, there were rich velvet and beaded evening dresses, voluminous overcoats in pale pastels and fur-trimmed chiffon tops. But, obliging his customers' taste for easy-to-wear suits and separates, Armani also showed narrow skirts, slim trousers and an assortment of wool suits. The use of geometric patterns, floral details, beaded fringes and ethnic embroidery proved that the father of minimalism can easily maintain his signature style while infusing his designs with considerable dash."
2000,Fall,Costume National,Armand Limnander,Paris,28-Feb-00,"Costume National is best known for its sleek, modern take on urban ready-to-wear. The label's loyal following of no-nonsense, minimal-inclined clients will have no trouble revamping their fall wardrobes with supple leather tops, slim pantsuits and satin copper blouses. To lighten the mood, they will turn to off-white suede jackets worn with leather skirts (skin on skin is an unbeatable combination), and cowl-neck sweaters. Of course, everyone needs a bit of spice once in a while. Not to worry houndstooth-print red-and-black satin dresses, sheared fur sweaters and glittery black suits for evening should do the trick."
2000,Fall,Matthew Williamson,Plum Sykes,London,14-Feb-00,"Mathew Williamson decided he wanted the audience to concentrate on the clothes, rather than on Jade Jagger's latest look, so he banished his famous fans from the front row to the after-party. It wasn't hard to focus since Williamson opened his show with an attention-grabbing dress made of skeins of crystal worn by the giraffelike Jodie Kidd. He followed this with a show inspired by the colors and shapes of stained-glass windows, with a very modern take. Black dresses with cutout work were backed with hot pinks, limes and oranges to create a very graphic look, and were lit up at the end of the show to great effect. But Williamson's softer pieces were where he excelled: There was a wonderfully chic black silk dress with beaded lime chiffon hidden under pleats; amazingly floaty fishtailed chiffon skirts; and my personal favorite, a Day-Glo yellow chiffon evening dress, backless and pulled in at the waist with a beaded back lace sash. This has to be one of the sexiest, most magical evening dresses I have seen so far this season. And in a season of suits, a splash of romance is utterly refreshing."
2000,Fall,John Bartlett,Armand Limnander,New York,10-Feb-00,"Inspired by such iconic references as the film Grey Gardens, The Jockey in Paris and model Lisa Fonssagrives, John Bartlett presented a vamped-up, tongue-in-cheek collection that alluded to a bygone era of whimsical glamour. Bartlett relied on classic prints such as checks, chevron stripes and houndstooth, and reworked them in all shapes and sizes some blown up so large that they were barely recognizable. Adding to the ""erotic heiresses"" theme were sexy fuchsia and chocolate leather pieces, capes with high-ruched necks and transparent tops. A couple of figure-hugging, double-knit wool jumpsuits, perfect for apr's-ski in Aspen, closed the sexy presentation."
2000,Fall,Narciso Rodriguez,Armand Limnander,Milan,22-Feb-00,"Leave it to Narciso Rodriguez to create the perfect little dress. The Cuban-American designer's forte has always been adding a touch of edginess to simple, chic classics, and this season he proved that he is still ahead of the game in that department. Silk charmeuse formed the base of his collection--showing up on dresses and slips that were worn alone or layered, alluding to a sensual state of partial undress. Rodriguez hardened the mood with sharp, tailored leather coats and cashmere tweed dresses. There were also sleek, fitted cashmere trousers and sexy, curve-hugging T-shirts. Clever accessories completed the look: Rodriguez featured luxurious alligator bags, decadent mink booties and hefty chains worn as necklaces and bracelets."
2000,Fall,Balenciaga,Armand Limnander,Paris,2-Mar-00,"Nicolas Ghesqui're showed one of the most original, refined collections of the season for Balenciaga. At a moment when artless reinterpretations of the past seem to dominate the runways, his clothes stood out for their distinct originality. To be sure, there were strong '80s references, like sharp shoulders, punk-inspired fastenings on jackets and pegged baggy trousers; but the looks were constructed with a freshness that had nothing to do with the past. While straight, narrow black pants were worn with strict jackets and zippered shirts, ragged, tattered dresses were wrapped around the body to look nonchalantly chic. Tailored jeans were the perfect companions for batwing turtlenecks, tapestry tiger-print vests and elaborately ruffled tops. The quiet color scheme centered on black, navy, rust and tan added an element of sobriety and elegance to the clothes. In all, it was an extraordinary presentation one that is sure to put Balenciaga once and for all in the center of the fashion map."
2000,Fall,Kenzo,Armand Limnander,Paris,2-Mar-00,"I tried to imagine what would happen if different minorities from all over the world met across time and space, said Gilles Rosier about his first solo collection for Kenzo. For his fast-paced, visually arresting show, Rosier reworked classic Kenzo favorites loose shapes, colorful prints and patterns into urban, modern looks that pay tribute to the house's heritage while decidedly moving ahead. Supple leather coats and skirts were given a punk touch when paired with lace-up ankle boots, patchwork plaids and batwing tops; there was also a graphic '80s influence in a series of large geometric-motif dresses. A touch of the orient became apparent through the Japanese orchid prints, slit kimono sleeves and obi sashes that were seamlessly woven in. It was a successful, eclectic collection for Rosier, who proved that he can create a modern image for Kenzo while remaining true to his mentor's roots."
2000,Fall,Dries Van Noten,Hamish Bowles,Paris,28-Feb-00,"Beneath a floating ceiling solid with lightbulbs 4,300 in all Dries Van Noten sent out a sweet and whimsical collection where the message was in the mix. Van Noten worked with the season's ladylike theme but translated it through the eyes of a madcap English milady. Her charming, haphazard vision revolved around unexpected juxtapositions--a tweedy coat worn over poison-green flapper dresses (beaded with blossom-shaped sequins); a mustard funnel-neck sweater, thick enough for a British winter, with a horizontally paneled emerald velvet skirt. Van Noten cited the influence of the Bloomsbury Group of artists and writers in twenties London, and, indeed, their off-key color sense and devil-may-care attitude to clothes saturated this artsy collection. Even when Van Noten showed an outfit as unembellished as a ribbed black polo neck with wide ""Oxford Bag"" pants, he wrapped an ivory hand-knit scarf around it and embroidered the trailing ends with a crusting of amethyst beads. There was a '50s feel, too, in the nubbly wool coats with thick fur collars, and the buoyant gored skirts in brightly colored silk stripes or fruity velvet a lighter reworking of Van Noten's Spanish gypsy crinolines of last season."
2000,Fall,Sonia Rykiel,Hamish Bowles,Paris,2-Mar-00,"Knit-maven Sonia Rykiel's influence has been felt on runways all over town this season, and in London, Milan and New York too. Think of all those skinny '70s knit sweaters, the glitter stripes and accessories, the jewel-dotted berets, those fluorescent-bright accents on black. So it was great to see La Rykiel, flame-haired grandmother to all these trends, in such glittering good form. Rykiel delved into her archives for great '70s and '80s references that look as hip today as they ever did. The '70s looks ran the gamut from Annie Hall layers (spiced up with cone-heeled colored metallic disco shoes) to a black-jersey tabard over lipstick-red sequin leggings. Deco sunburst intarsias on plum and cyclamen knits; a chocolate-and-red overscale plaid with a Burberry feel; a striped fur Flashdance sweater over skintight pants; and a sheared black fur sweatshirt and mini were also upbeat takes on current fashion hits. Even Rykiel's archaic way of presenting clothes is so out that it's in again, from the opening lineup with a row of girls (hair frizzed ? la Rykiel) in different color-spectrum versions of the same wide jersey Oxford ""bag"" pants and stole, to the Old World tradition of sending out a bride. Especially when the bride is the hot young British model Liberty Ross, and her knit twinset, beret and full taffeta skirts are in tones of the season's must-have orchid purple with a playfully overscaled ruby-red mink daisy tucked at the waist."
2000,Fall,Gianfranco Ferré,Armand Limnander,Milan,24-Feb-00,"The extravagant craftsmanship of couture has filtered down to Gianfranco Ferré's whimsical ready-to-wear line. No less eclectic than romantic, Ferré's collection featured languid dresses, taffeta ruffles over crinolines and strict Hungarian army coats thrown over utterly feminine georgette robes. There were also long leather skirts, gray flannel trousers and the designer's signature tailored shirts. This precisely cut collection will surely keep Ferré's well-established clientele perfectly satisfied."
2000,Fall,Genny,Armand Limnander,Milan,23-Feb-00,"Josephus Thimister's graphic, fluid presentation for Genny was inspired by the Russian constructivist artists of the '20s. Centered on the idea of contrasts, Thimister alternated between rigorous tweeds, light muslin and patchworks of shimmering, ethereal fabrics. His color palette paid homage to Kandinsky, relying on hues of pale green, tangerine, magenta and peach, with occasional bursts of violet. The masterful way Thimister gathered sheer tops and layered delicate skirts evinced his couture background; the dreamy mood was offset by sharp trousers and sleek coats. Genny's collection was a tribute to the designer's ability to combine seemingly disparate elements in a sophisticated and beautiful manner."
2000,Fall,Valentino,Hamish Bowles,Paris,29-Feb-00,"If this is the season for ladylike clothes, this is Valentino's moment. No sly irony here, though. His real-life ladies lead a pampered limo life, apparently unchanged since the Duchess of Windsor's day. In fact, Wallis would have loved the '40s flared-skirt cocktail suits worn with fox muffs, the starburst of seams on the front of a double-face coat and the standout slim lace shirt-dress to the floor, embroidered with a trace of golden sequins and sashed in ivory chiffon. But the fussier effects may not have received that royal seal of approval. After some recent adventures in chic simplicity, Valentino now leaves no surface unembellished. Of course, if anyone can approximate haute couture detailing in ready-to-wear, it is he. A turtleneck sweater has a twist of evening gown drapery across the bosom; a cappuccino tweedy coat is hemmed in Persian lamb and embroidered roses. And that's just for starters. After dark, Valentino really pulls out all the stops. His more subtle looks worked bes like a quartet of scarlet crepe cocktail dresses and the most luxurious trenchcoat in town reimagined as an opera coat, cut full to the floor in either champagne raw silk, black or Valentino red duchesse-satin. And let's hope that Va-Va's ladies own wardrobe trunks large enough to pack those giant crinoline ball gowns ruffled with organza fins and that they find somewhere to wear them!"
2000,Fall,Fendi,Armand Limnander,Milan,24-Feb-00,"This season, opulence reigned supreme on the Fendi runway. Over the past few years, Fendi has become the ultimate word in high-end luxury and this collection didn't disappoint. Any of the optical dresses, A-line leather skirts and color-splotched furs would have been just the thing on the maiden voyage of the Concorde of course, they all look perfectly fabulous right now. Printed chiffon dresses, patent leather jackets and tweed suits--most cinched at the waist with gaudy gold belts--added to the sumptuous mix. The all-out decadent mood was reminiscent of the eighties, several prints were inspired by the sixties and the glamorous attitude was all seventies, but the spirit of the collection was anything but retro. The irreverent mixing and matching of references, and the skillful way in which colors and fabrics were treated, was absolutely of the moment and nothing short of brilliant."
2000,Fall,Arkadius,Plum Sykes,London,14-Feb-00,"The first outfit was a tiny minidress with a metallic lace top that covered the model's face. Her hand was linked to her feet with miles of gold chains she did a good job making it to the end of the runway in all that armor. Outfit No. 2 was another miniscule dress with a giant hood decorated with porcupine quills. You get the picture. Polish-born Arkadius, in his second season, makes mad, mad clothes the kind you come to London to see. Along with the arty insanity there were some fabulous ideas such as the foam dress, which made its wearer look as though she were an elegant mushroom; and the sweater with foam arms, which created the weird impression that the model had four arms. On a more practical note, Arkadius had one heavenly cream coat that combined wool and fur. Fur as fabric is the trendiest texture for next season. You saw it here first."
2000,Fall,BCBG Max Azria,Armand Limnander,New York,7-Feb-00,"According to designer Max Azria, Wim Wenders' 1987 film Wings of Desire was the inspiration for BCBG this season. Literal interpretations included wing motifs on the backs of heather-gray wool jackets and black T-shirts. There were also more subtle references like embroidered chiffon tops with ties that fell to the floor, mud-fur jackets, and a color palette that revolved around pewter, porcelain and sable. Colorful pieces included shiny croclike coats, glitter suede jackets, and easy plaid coats and pants. Accessories were fun and playful: faux-mink wraps, fake-fur and feather-covered bags and tall boots in distressed metallic leather."
2000,Fall,Dolce & Gabbana,Armand Limnander,Milan,24-Feb-00,"Looking for dazzle? Leave it to Dolce & Gabbana to supply a jolt of show-stopping glamour. Inspired by the Middle East, the duo's collection featured everything from gold tapestry-printed dresses to silver palazzo pants to glimmering, striped Lurex T-shirts. Even their interpretation of the current suit craze was appropriately glitzy: there were purple velvet knicker-and-jacket combos and three-piece corduroy riding ensembles with rhinestone-covered berets. How to top off the look? Try a patchwork shearling coat, a colorfully decorated fur or a shiny croc jacket with leopard-print lining and matching hat. If you need still more flash, you can always go for the hoop earrings, bright tights and flower-appliqu'd shoes."
2000,Fall,Louis Vuitton,Hamish Bowles,Paris,28-Feb-00,"As decade crunching continues to move forward at breakneck speed, it is inevitable that a designer as acutely attuned to the style buzz on the streets as Marc Jacobs should pick up and run with the '80s vibe currently setting a younger generation of style-makers on fire. For luxury house Louis Vuitton, Marc Jacobs revisits Paris in the '80s, paying homage to the looks featured in publications like the so-hip-it-hurts style manual JILL , and translating them into must-have modern looks. The early Madonna moment beret, oversized sweater slouched off one shoulder and short, leather pencil skirt--was skewered and chic-ed up with luxury fabrics. Think of that sweater in corduroy-seamed sheared fur, the skirt in satin thick as leather. Early Montana and Mugler signatures were evoked in details like the decorative silver-press stud fastenings on the shoulder of a satin print T-shirt, silver cube buttons as closures on man-size jackets, curving seams on footballer-shouldered jackets and zippers diagonally splicing 7/8 coats. Jacobs' twisted palette also brought the decade flooding back endless existentialist black of course, spiked with caf? au lait, chocolate, peppermint and teal (dazzling for a crocodile trouser suit). His tortoise-shell, sequined mini dresses closing the whirlwind show were suspended from or trimmed with the fine gold chain that was also used for the adorable midget disco purse just big enough to hold that members' pass for disco hot spot Le Palace."
2000,Fall,Chloé,Hamish Bowles,Paris,1-Mar-00,"VH1/Vogue Fashion Awards Designer of the Year nominee for her Chloé collection, Stella McCartney drew inspiration from her own childhood memories of the '70s and '80s. And since the self-proclaimed ""Rock Princess'"" impressionable years moved to a disco beat, so did this racy collection. The sexy, fun-loving Chloé gals strutted their stuff at the Opéra Garnier to the raunchiest soundtrack to rock the runways in years. Stella set the tone for the collection with short, batwing-sleeved jersey disco dresses, trellised with Art Deco beading all set for Studio 54. Inspired by the allure of a girl shrugging her ""boyfriend's secondhand coat"" over a skimpy dress, Stella provided wintry cover-up in off-white ""Afghan lamb"" fake fur.""Deco"" seen through '70s eyes hink Biba, that pacy fashion and style emporium appeared in ombré-shaded lozenge prints and in silky jersey pieces, as well as in the crisply tailored wool coats that have become a Stella signature. There was more '20s influence in the Josephine Baker-style clasps, threaded with lengths of silk ribbon cord that belted satin tops or hipsters, and in the lush beaded trim on hot chocolate, jade green and navy. Quirky, too, were the deluxe knitting bags, transformed from the prosaic via dense beading of hand-cut feather-shaped sequins. This embroidery later appeared fringing the sleeves of mini shifts and as entrance-making jackets and coats like ""plastic fake fur,"" enthused Sean Lennon, who joined Stella's ever-supportive dad Paul McCartney in the audience."
2000,Fall,Roland Mouret,Plum Sykes,London,15-Feb-00,"This boy (OK, he's 39 but looks like a kid) just gets chic-er and chic-er. Mouret's talent is to sew without seams many of his dresses are just one piece of fabric that is held together with a single humble safety pin. As a result, his dresses have a lightness of touch that is almost unrivaled. His show, located in Borough High Street, SE1, featured a photographic studio as a set, with the models posing as though on a shoot. This gave us ample time to get a good look at sheer chiffon shirts in electric blue with giant bows, several versions of the little black dress some floor length, some sexily backless, all very graphic and modern-looking as well as a perfect Yves Saint Laurent-inspired trouser suit and a Poiret-esque coat. Mouret's only decoration was a giant '60s-style rose at the neck on some of the pieces that was reminiscent of the famous Chanel camellia. The ladies, and the coolsters, will be lining up."
2000,Fall,Marc Jacobs,Armand Limnander,New York,7-Feb-00,"Marc Jacobs continued doing what he does best: reinterpreting classic favorites with a refined, self-effacing skill. This time around, '70s wardrobe favorites head-to-toe looks that call to mind a sophisticated feminist art dealer with a penchant for the organic underwent his skillful surgical treatment. Jacobs turned out a series of accurate tweed suits with leather trim, cashmere-starved schoolgirl double-faced shift dresses, and sporty jackets embellished with buttons, oddly reminiscent of a subdued, time-warped Patrick Kelly. For the final portion of the show, Jacobs departed from his easygoing motif and ventured into a series of delicate, grown-up mille-feuille organza skirts, textured silk shirts, and ultra-light faille dresses in brick, grape, salmon, and rust."
