review_id,brand,author,year,era,season,chain_len,n_distinct,entropy_bits,share__Outlining,share__Introducing,share__Highlighting,share__Evaluating
1508,Tory Burch,Laird Borrelli,2006,2004,Fall,15,2,0.5665,0.8667,0.0,0.1333,0.0
1509,Chalayan,Sarah Mower,2006,2004,Fall,22,4,1.5198,0.5455,0.3182,0.0909,0.0455
1510,TSE,Laird Borrelli,2006,2004,Fall,21,4,1.4012,0.6667,0.1429,0.1429,0.0476
1511,Max Mara,Sarah Mower,2006,2004,Fall,12,2,0.4138,0.9167,0.0,0.0,0.0833
1512,Yigal AzrouÔl,Laird Borrelli,2006,2004,Fall,9,2,0.5033,0.8889,0.1111,0.0,0.0
1513,Marni,Sarah Mower,2006,2004,Fall,17,3,1.3328,0.5882,0.2941,0.1176,0.0
1514,Zero + Maria Cornejo,Nicole Phelps,2006,2004,Fall,17,4,1.1401,0.7647,0.0588,0.1176,0.0588
1515,Calvin Klein Collection,Nicole Phelps,2006,2004,Fall,25,4,1.1452,0.76,0.12,0.04,0.08
1516,Paul Smith,Sarah Mower,2006,2004,Fall,19,4,1.295,0.6842,0.2105,0.0526,0.0526
1517,Jenni Kayne,Nicole Phelps,2006,2004,Fall,19,4,1.6798,0.4737,0.3158,0.1579,0.0526
1518,Carolina Herrera,Nicole Phelps,2006,2004,Fall,18,4,1.6158,0.5556,0.2222,0.1667,0.0556
1519,Giambattista Valli,Nicole Phelps,2006,2004,Fall,21,4,1.316,0.7143,0.0952,0.0952,0.0952
1520,Rochas,Sarah Mower,2006,2004,Fall,21,3,1.023,0.7619,0.0952,0.1429,0.0
1521,Menichetti,Tim Blanks,2006,2004,Fall,17,3,0.978,0.7647,0.0588,0.1765,0.0
1522,Y-3,Laird Borrelli,2006,2004,Fall,21,4,1.6153,0.5238,0.1429,0.2857,0.0476
1523,Marc Jacobs,Nicole Phelps,2006,2004,Fall,31,4,1.6317,0.5484,0.2581,0.0968,0.0968
1524,Naum,Laird Borrelli,2006,2004,Fall,17,4,1.1401,0.7647,0.1176,0.0588,0.0588
1525,Marios Schwab,Sarah Mower,2006,2004,Fall,13,3,0.9913,0.7692,0.0769,0.1538,0.0
1526,Basso & Brooke,Sarah Mower,2006,2004,Fall,16,4,1.3245,0.6875,0.1875,0.0625,0.0625
1527,Chaiken,Laird Borrelli,2006,2004,Fall,14,3,1.2871,0.6429,0.2143,0.0,0.1429
1528,Nicolas Andreas Taralis,Sarah Mower,2006,2004,Fall,11,3,1.2407,0.6364,0.2727,0.0909,0.0
1529,Givenchy,Nicole Phelps,2006,2004,Fall,23,3,1.0666,0.6957,0.2609,0.0435,0.0
1530,Ann Demeulemeester,Sarah Mower,2006,2004,Fall,17,4,1.4517,0.6471,0.1176,0.1765,0.0588
1531,Proenza Schouler,Nicole Phelps,2006,2004,Fall,20,3,1.2955,0.6,0.1,0.3,0.0
1532,Marc by Marc Jacobs,Nicole Phelps,2006,2004,Fall,15,4,1.6402,0.5333,0.2667,0.1333,0.0667
1533,Kenzo,Nicole Phelps,2006,2004,Fall,15,3,1.4566,0.5333,0.2667,0.2,0.0
1534,Rodarte,Laird Borrelli,2006,2004,Fall,19,3,1.105,0.6842,0.2632,0.0526,0.0
1535,Alexander McQueen,Sarah Mower,2006,2004,Fall,23,3,1.1492,0.6957,0.087,0.2174,0.0
1536,Richard Chai Love,Laird Borrelli,2006,2004,Fall,17,3,0.6402,0.8824,0.0588,0.0,0.0588
1537,Tao,Sarah Mower,2006,2004,Fall,15,4,1.2366,0.7333,0.1333,0.0667,0.0667
1538,Thakoon,Laird Borrelli,2006,2004,Fall,23,4,1.3839,0.6522,0.2174,0.0435,0.087
1539,Dolce & Gabbana,Sarah Mower,2006,2004,Fall,8,3,1.0613,0.75,0.0,0.125,0.125
1540,Céline,Nicole Phelps,2006,2004,Fall,23,3,1.1864,0.6957,0.1739,0.1304,0.0
1541,Martin Grant,Nicole Phelps,2006,2004,Fall,19,3,1.2674,0.6316,0.2632,0.0,0.1053
1542,Emma Cook,Sarah Mower,2006,2004,Fall,12,3,1.0409,0.75,0.1667,0.0,0.0833
1543,Lacoste,Laird Borrelli,2006,2004,Fall,14,3,0.9464,0.7857,0.0714,0.1429,0.0
1544,Neil Barrett,Nicole Phelps,2006,2004,Fall,12,3,1.1887,0.6667,0.25,0.0,0.0833
1545,Badgley Mischka,Laird Borrelli,2006,2004,Fall,21,2,0.4537,0.9048,0.0952,0.0,0.0
1546,Donna Karan,Nicole Phelps,2006,2004,Fall,16,4,1.3245,0.6875,0.0625,0.1875,0.0625
1547,Hermès,Nicole Phelps,2006,2004,Fall,21,4,1.5301,0.619,0.0952,0.1905,0.0952
1548,Undercover,Nicole Phelps,2006,2004,Fall,21,4,1.3779,0.6667,0.0952,0.1905,0.0476
1549,Tuleh,Laird Borrelli,2006,2004,Fall,19,2,0.6292,0.8421,0.1579,0.0,0.0
1550,Etro,Sarah Mower,2006,2004,Fall,20,3,0.9918,0.75,0.2,0.05,0.0
1551,Akris,Nicole Phelps,2006,2004,Fall,17,4,1.2772,0.7059,0.0588,0.0588,0.1765
1552,Jonathan Saunders,Sarah Mower,2006,2004,Fall,17,3,1.2608,0.6471,0.2353,0.0,0.1176
1553,Narciso Rodriguez,Nicole Phelps,2006,2004,Fall,18,3,0.9864,0.7778,0.0,0.1111,0.1111
1554,Phi,Laird Borrelli,2006,2004,Fall,19,3,1.087,0.7368,0.1053,0.1579,0.0
1555,Chado Ralph Rucci,Laird Borrelli,2006,2004,Fall,16,3,1.0141,0.75,0.1875,0.0625,0.0
1556,Sonia Rykiel,Nicole Phelps,2006,2004,Fall,20,4,1.9219,0.4,0.2,0.2,0.2
1557,BCBG Max Azria,Laird Borrelli,2006,2004,Fall,14,4,1.4838,0.6429,0.1429,0.1429,0.0714
1558,J. Mendel,Laird Borrelli,2006,2004,Fall,17,3,1.0863,0.7059,0.2353,0.0588,0.0
1559,Maison Martin Margiela,Sarah Mower,2006,2004,Fall,18,3,0.9864,0.7778,0.1111,0.1111,0.0
1560,A.F. Vandevorst,Nicole Phelps,2006,2004,Fall,16,4,1.5016,0.625,0.1875,0.125,0.0625
1561,Saint Laurent,Sarah Mower,2006,2004,Fall,30,4,1.0518,0.7667,0.1667,0.0333,0.0333
1562,Vera Wang,Nicole Phelps,2006,2004,Fall,12,3,1.0409,0.75,0.1667,0.0833,0.0
1563,Zac Posen,Nicole Phelps,2006,2004,Fall,14,4,1.4838,0.6429,0.1429,0.1429,0.0714
1564,Paco Rabanne,Nicole Phelps,2006,2004,Fall,20,4,1.5332,0.6,0.2,0.15,0.05
1565,Adam Lippes,Laird Borrelli,2006,2004,Fall,10,4,1.3568,0.7,0.1,0.1,0.1
1566,Peter Som,Nicole Phelps,2006,2004,Fall,13,3,1.1401,0.6923,0.0769,0.2308,0.0
1567,Emanuel Ungaro,Sarah Mower,2006,2004,Fall,19,3,1.1897,0.6842,0.1053,0.2105,0.0
1568,Chloé,Sarah Mower,2006,2004,Fall,18,4,1.7472,0.4444,0.2222,0.2778,0.0556
1569,6267,Laird Borrelli,2006,2004,Fall,17,4,1.3784,0.6471,0.0588,0.2353,0.0588
1570,Roberto Cavalli,Tim Blanks,2006,2004,Fall,22,4,1.2776,0.7273,0.0909,0.0909,0.0909
1571,Jean Paul Gaultier,Nicole Phelps,2006,2004,Fall,24,4,1.4928,0.625,0.0833,0.2083,0.0833
1572,Nathan Jenden,Laird Borrelli,2006,2004,Fall,20,3,0.8842,0.8,0.15,0.05,0.0
1573,Dsquared2,Sarah Mower,2006,2004,Fall,18,3,1.4153,0.5556,0.2778,0.1667,0.0
1574,Oscar de la Renta,Nicole Phelps,2006,2004,Fall,15,4,1.0389,0.8,0.0667,0.0667,0.0667
1575,Costume National,Nicole Phelps,2006,2004,Fall,19,4,1.6383,0.5263,0.1579,0.2632,0.0526
1576,Blumarine,Sarah Mower,2006,2004,Fall,15,3,0.9056,0.8,0.1333,0.0667,0.0
1577,Dries Van Noten,Nicole Phelps,2006,2004,Fall,15,4,1.2366,0.7333,0.1333,0.0667,0.0667
1578,Pollini,Tim Blanks,2006,2004,Fall,21,4,1.1542,0.7619,0.0952,0.0952,0.0476
1579,Sophia Kokosalaki,Sarah Mower,2006,2004,Fall,16,3,1.1216,0.6875,0.25,0.0625,0.0
1580,Viktor & Rolf,Sarah Mower,2006,2004,Fall,28,4,1.5531,0.5714,0.1786,0.2143,0.0357
1581,Versace,Sarah Mower,2006,2004,Fall,18,2,0.7642,0.7778,0.2222,0.0,0.0
1582,Threeasfour,Laird Borrelli,2006,2004,Fall,10,3,1.361,0.4,0.5,0.1,0.0
1583,Boudicca,Laird Borrelli,2006,2004,Fall,13,2,0.6194,0.8462,0.0,0.1538,0.0
1584,Bill Blass,Laird Borrelli,2006,2004,Fall,14,4,1.6894,0.5,0.2857,0.1429,0.0714
1585,Trovata,Nicole Phelps,2006,2004,Fall,15,4,1.4256,0.6667,0.0667,0.1333,0.1333
1586,Brian Reyes,Laird Borrelli,2006,2004,Fall,15,3,1.231,0.6,0.0667,0.3333,0.0
1587,Lanvin,Sarah Mower,2006,2004,Fall,21,2,0.5917,0.8571,0.1429,0.0,0.0
1588,Louis Vuitton,Sarah Mower,2006,2004,Fall,26,4,1.323,0.6923,0.1538,0.1154,0.0385
1589,John Galliano,Sarah Mower,2006,2004,Fall,22,3,1.2407,0.6364,0.0909,0.2727,0.0
1590,Emporio Armani,Sarah Mower,2006,2004,Fall,15,4,1.6402,0.5333,0.1333,0.2667,0.0667
1591,Christian Lacroix,Sarah Mower,2006,2004,Fall,16,3,1.1982,0.625,0.3125,0.0,0.0625
1592,Derek Lam,Nicole Phelps,2006,2004,Fall,18,4,1.7652,0.5,0.1667,0.2222,0.1111
1593,Balenciaga,Sarah Mower,2006,2004,Fall,30,4,1.501,0.6,0.1667,0.2,0.0333
1594,Jill Stuart,Laird Borrelli,2006,2004,Fall,18,3,0.9864,0.7778,0.1111,0.1111,0.0
1595,Michael Kors,Nicole Phelps,2006,2004,Fall,12,3,1.1887,0.6667,0.0833,0.25,0.0
1596,Alessandro Dell'Acqua,Tim Blanks,2006,2004,Fall,26,4,1.7631,0.5,0.2308,0.1154,0.1538
1597,Elie Saab,Nicole Phelps,2006,2004,Fall,20,4,1.5332,0.6,0.15,0.2,0.05
1598,Wunderkind,Laird Borrelli,2006,2004,Fall,16,3,1.0141,0.75,0.1875,0.0625,0.0
1599,Veronique Branquinho,Nicole Phelps,2006,2004,Fall,15,3,0.9056,0.8,0.0667,0.1333,0.0
1600,Behnaz Sarafpour,Nicole Phelps,2006,2004,Fall,16,3,1.3294,0.625,0.1875,0.1875,0.0
1601,Emilio Pucci,Sarah Mower,2006,2004,Fall,26,4,1.7666,0.4615,0.2692,0.1923,0.0769
1602,Sweetface,Nicole Phelps,2006,2004,Fall,12,3,1.585,0.3333,0.3333,0.3333,0.0
1603,Vena Cava,Laird Borrelli,2006,2004,Fall,26,4,1.323,0.6923,0.1538,0.1154,0.0385
1604,Andrew Gn,Nicole Phelps,2006,2004,Fall,13,4,1.7605,0.3846,0.1538,0.3846,0.0769
1605,Moschino,Tim Blanks,2006,2004,Fall,26,3,1.0101,0.7692,0.1154,0.1154,0.0
1606,Antonio Berardi,Nicole Phelps,2006,2004,Fall,15,2,0.5665,0.8667,0.0,0.1333,0.0
1607,Roksanda Ilincic,Sarah Mower,2006,2004,Fall,12,3,1.0409,0.75,0.1667,0.0833,0.0
1608,Stella McCartney,Sarah Mower,2006,2004,Fall,20,3,0.7476,0.85,0.05,0.1,0.0
1609,Bottega Veneta,Sarah Mower,2006,2004,Fall,26,4,1.323,0.6923,0.1154,0.1538,0.0385
1610,Y & Kei,Laird Borrelli,2006,2004,Fall,15,3,1.2419,0.6667,0.1333,0.0,0.2
1611,Anna Sui,Nicole Phelps,2006,2004,Fall,17,3,1.1661,0.6471,0.2941,0.0588,0.0
1612,Karl Lagerfeld,Nicole Phelps,2006,2004,Fall,13,4,1.8262,0.3846,0.3077,0.0769,0.2308
1613,Verrier,Laird Borrelli,2006,2004,Fall,24,3,0.8167,0.8333,0.0833,0.0833,0.0
1614,Daryl K,Laird Borrelli,2006,2004,Fall,21,4,1.5645,0.5714,0.2381,0.1429,0.0476
1615,Comme des Garçons,Sarah Mower,2006,2004,Fall,22,2,0.5746,0.8636,0.1364,0.0,0.0
1616,Topshop Unique,Sarah Mower,2006,2004,Spring,18,3,1.135,0.6667,0.2778,0.0,0.0556
1617,Rag & Bone,Nicole Phelps,2006,2004,Spring,14,3,1.3788,0.5714,0.2857,0.1429,0.0
1618,Louis Vuitton,Sarah Mower,2006,2004,Spring,24,4,1.1761,0.75,0.125,0.0833,0.0417
1619,Hermès,Nicole Phelps,2006,2004,Spring,10,3,0.9219,0.8,0.1,0.1,0.0
1620,Sophia Kokosalaki,Sarah Mower,2006,2004,Spring,20,4,1.601,0.55,0.25,0.15,0.05
1621,Zac Posen,Nicole Phelps,2006,2004,Spring,15,3,0.9056,0.8,0.1333,0.0667,0.0
1622,Costello Tagliapietra,Nicole Phelps,2006,2004,Spring,18,4,1.2752,0.7222,0.1111,0.1111,0.0556
1623,Peter Jensen,Sarah Mower,2006,2004,Spring,18,4,1.0975,0.7778,0.0556,0.0556,0.1111
1624,Jasmine Di Milo,Nicole Phelps,2006,2004,Spring,11,4,1.8231,0.3636,0.3636,0.1818,0.0909
1625,Thakoon,Laird Borrelli,2006,2004,Spring,9,2,0.7642,0.7778,0.0,0.2222,0.0
1626,Yohji Yamamoto,Nicole Phelps,2006,2004,Spring,17,2,0.7871,0.7647,0.0,0.2353,0.0
1627,Jason Wu,Laird Borrelli,2006,2004,Spring,13,3,0.7732,0.8462,0.0,0.0769,0.0769
1628,Jeremy Laing,Laird Borrelli,2006,2004,Spring,9,2,0.9911,0.4444,0.5556,0.0,0.0
1629,3.1 Phillip Lim,Nicole Phelps,2006,2004,Spring,15,3,1.3996,0.5333,0.3333,0.1333,0.0
1630,Carolina Herrera,Nicole Phelps,2006,2004,Spring,20,3,0.8842,0.8,0.05,0.15,0.0
1631,Emporio Armani,Sarah Mower,2006,2004,Spring,14,3,1.0949,0.7143,0.0714,0.2143,0.0
1632,Givenchy,Nicole Phelps,2006,2004,Spring,25,4,1.583,0.56,0.2,0.2,0.04
1633,Jovovich-Hawk,Laird Borrelli,2006,2004,Spring,15,3,1.3996,0.5333,0.3333,0.1333,0.0
1634,Nathan Jenden,Joanna Rodger,2006,2004,Spring,12,3,1.0409,0.75,0.1667,0.0,0.0833
1635,Marc Jacobs,Nicole Phelps,2006,2004,Spring,19,3,0.7742,0.8421,0.0526,0.1053,0.0
1636,Emilio Pucci,Sarah Mower,2006,2004,Spring,14,3,0.9464,0.7857,0.0,0.1429,0.0714
1637,Erin Fetherston,Laird Borrelli,2006,2004,Spring,13,3,0.7732,0.8462,0.0769,0.0769,0.0
1638,Yigal AzrouÔl,Laird Borrelli,2006,2004,Spring,5,2,0.7219,0.8,0.0,0.2,0.0
1639,Luca Luca,Laird Borrelli,2006,2004,Spring,16,3,1.2476,0.5625,0.375,0.0,0.0625
1640,Jill Stuart,Laird Borrelli,2006,2004,Spring,13,3,1.3347,0.6154,0.0,0.2308,0.1538
1641,Jonathan Saunders,Sarah Mower,2006,2004,Spring,14,3,1.3788,0.5714,0.2857,0.1429,0.0
1642,Luisa Beccaria,Nicole Phelps,2006,2004,Spring,17,4,1.6457,0.4706,0.3529,0.1176,0.0588
1643,Junya Watanabe,Sarah Mower,2006,2004,Spring,18,3,0.8031,0.8333,0.0556,0.1111,0.0
1644,Undercover,Sarah Mower,2006,2004,Spring,16,2,0.3373,0.9375,0.0625,0.0,0.0
1645,Dries Van Noten,Sarah Mower,2006,2004,Spring,14,3,0.7345,0.8571,0.0714,0.0714,0.0
1646,Akris,Nicole Phelps,2006,2004,Spring,18,3,1.1221,0.7222,0.1111,0.1667,0.0
1647,Toni Maticevski,Laird Borrelli,2006,2004,Spring,12,4,1.4183,0.6667,0.1667,0.0833,0.0833
1648,Marc by Marc Jacobs,Nicole Phelps,2006,2004,Spring,15,4,1.7465,0.4667,0.2,0.2667,0.0667
1649,Miu Miu,Nicole Phelps,2006,2004,Spring,19,4,1.6393,0.5789,0.1579,0.1053,0.1579
1650,Andrew Gn,Nicole Phelps,2006,2004,Spring,17,4,1.1401,0.7647,0.0588,0.1176,0.0588
1651,Etro,Nicole Phelps,2006,2004,Spring,11,4,1.2776,0.7273,0.0909,0.0909,0.0909
1652,Monique Lhuillier,Laird Borrelli,2006,2004,Spring,10,3,1.2955,0.6,0.0,0.3,0.1
1653,Costume National,Nicole Phelps,2006,2004,Spring,18,4,1.5275,0.6111,0.1667,0.1667,0.0556
1654,Rick Owens,Sarah Mower,2006,2004,Spring,26,4,1.1497,0.7308,0.1923,0.0385,0.0385
1655,Dsquared2,Nicole Phelps,2006,2004,Spring,18,4,1.2752,0.7222,0.0556,0.1111,0.1111
1656,Marchesa,Nicole Phelps,2006,2004,Spring,12,3,1.3844,0.5833,0.25,0.1667,0.0
1657,Josh Goot,Nicole Phelps,2006,2004,Spring,11,1,-0.0,1.0,0.0,0.0,0.0
1658,Y & Kei,Laird Borrelli,2006,2004,Spring,14,3,1.2958,0.4286,0.5,0.0714,0.0
1659,Behnaz Sarafpour,Tim Blanks,2006,2004,Spring,8,2,0.5436,0.875,0.125,0.0,0.0
1660,Alexander McQueen,Sarah Mower,2006,2004,Spring,25,4,1.5713,0.56,0.24,0.16,0.04
1661,Vivienne Westwood,Nicole Phelps,2006,2004,Spring,18,4,1.0975,0.7778,0.1111,0.0556,0.0556
1662,Bottega Veneta,Sarah Mower,2006,2004,Spring,19,4,1.523,0.6316,0.1579,0.1053,0.1053
1663,Loewe,Nicole Phelps,2006,2004,Spring,9,3,0.9864,0.7778,0.1111,0.1111,0.0
1664,Christian Lacroix,Sarah Mower,2006,2004,Spring,16,3,1.0141,0.75,0.1875,0.0625,0.0
1665,Vena Cava,Laird Borrelli,2006,2004,Spring,9,4,1.6577,0.5556,0.1111,0.2222,0.1111
1666,Danielle Scutt,Sarah Mower,2006,2004,Spring,20,3,1.0763,0.7,0.25,0.05,0.0
1667,Sabyasachi,Laird Borrelli,2006,2004,Spring,15,4,1.3753,0.6667,0.2,0.0667,0.0667
1668,Christian Dior,Sarah Mower,2006,2004,Spring,15,3,0.9056,0.8,0.1333,0.0,0.0667
1669,Chloé,Sarah Mower,2006,2004,Spring,12,3,1.0409,0.75,0.1667,0.0833,0.0
1670,Chado Ralph Rucci,Tim Blanks,2006,2004,Spring,15,4,1.7465,0.4667,0.2667,0.2,0.0667
1671,Diane von Furstenberg,Tim Blanks,2006,2004,Spring,15,3,1.053,0.7333,0.2,0.0667,0.0
1672,Proenza Schouler,Nicole Phelps,2006,2004,Spring,17,4,1.4517,0.6471,0.1765,0.1176,0.0588
1673,Temperley London,Laird Borrelli,2006,2004,Spring,12,4,1.4183,0.6667,0.0833,0.0833,0.1667
1674,Zero + Maria Cornejo,Nicole Phelps,2006,2004,Spring,18,4,0.9142,0.8333,0.0556,0.0556,0.0556
1675,Chanel,Sarah Mower,2006,2004,Spring,10,2,0.469,0.9,0.0,0.1,0.0
1676,Kai KÙhne,Laird Borrelli,2006,2004,Spring,9,3,0.9864,0.7778,0.0,0.1111,0.1111
1677,Hamish Morrow,Sarah Mower,2006,2004,Spring,21,4,1.51,0.5714,0.2857,0.0952,0.0476
1678,Burberry Prorsum,Sarah Mower,2006,2004,Spring,10,4,1.571,0.6,0.1,0.2,0.1
1679,Anna Sui,Nicole Phelps,2006,2004,Spring,12,2,0.4138,0.9167,0.0833,0.0,0.0
1680,Balenciaga,Sarah Mower,2006,2004,Spring,24,3,1.2516,0.6667,0.1667,0.1667,0.0
1681,Comme des Garçons,Sarah Mower,2006,2004,Spring,21,3,0.857,0.8095,0.0476,0.1429,0.0
1682,Gianfranco Ferré,Nicole Phelps,2006,2004,Spring,16,3,1.4197,0.5625,0.25,0.1875,0.0
1683,Maison Martin Margiela,Sarah Mower,2006,2004,Spring,13,2,0.8905,0.6923,0.3077,0.0,0.0
1684,Jil Sander,Sarah Mower,2006,2004,Spring,19,4,1.0583,0.7895,0.1053,0.0526,0.0526
1685,Peter Som,Laird Borrelli,2006,2004,Spring,18,3,1.1942,0.6111,0.3333,0.0556,0.0
1686,Paul Smith,Sarah Mower,2006,2004,Spring,9,1,-0.0,1.0,0.0,0.0,0.0
1687,Stärk,Laird Borrelli,2006,2004,Spring,14,2,0.9403,0.6429,0.3571,0.0,0.0
1688,DKNY,Tim Blanks,2006,2004,Spring,10,3,1.371,0.6,0.0,0.2,0.2
1689,Belstaff,Nicole Phelps,2006,2004,Spring,12,3,1.0409,0.75,0.0833,0.1667,0.0
1690,Gareth Pugh,Sarah Mower,2006,2004,Spring,14,4,1.6106,0.5714,0.2143,0.0714,0.1429
1691,Adam Lippes,Joanna Rodger,2006,2004,Spring,10,3,1.1568,0.7,0.1,0.2,0.0
1692,Ruffian,Nicole Phelps,2006,2004,Spring,11,3,1.4354,0.5455,0.1818,0.2727,0.0
1693,Donna Karan,Nicole Phelps,2006,2004,Spring,19,3,1.087,0.7368,0.1053,0.1579,0.0
1694,Céline,Nicole Phelps,2006,2004,Spring,14,2,0.5917,0.8571,0.1429,0.0,0.0
1695,Max Mara,Nicole Phelps,2006,2004,Spring,11,4,1.4911,0.6364,0.1818,0.0909,0.0909
1696,Roberto Cavalli,Nicole Phelps,2006,2004,Spring,24,4,1.0239,0.7917,0.0417,0.125,0.0417
1697,Badgley Mischka,Laird Borrelli,2006,2004,Spring,14,3,0.9464,0.7857,0.1429,0.0714,0.0
1698,Rodarte,Laird Borrelli,2006,2004,Spring,15,2,0.7219,0.8,0.0,0.2,0.0
1699,Narciso Rodriguez,Nicole Phelps,2006,2004,Spring,20,4,1.4789,0.65,0.1,0.1,0.15
1700,Calvin Klein Collection,Nicole Phelps,2006,2004,Spring,16,3,1.2988,0.625,0.25,0.125,0.0
1701,Tory Burch,Laird Borrelli,2006,2004,Spring,21,3,1.206,0.6667,0.2381,0.0952,0.0
1702,Noir,Sarah Mower,2006,2004,Spring,8,4,1.75,0.5,0.125,0.125,0.25
1703,VPL,Laird Borrelli,2006,2004,Spring,15,3,1.3383,0.6,0.2667,0.1333,0.0
1704,Ralph Lauren,Nicole Phelps,2006,2004,Spring,16,3,1.1982,0.625,0.0625,0.3125,0.0
1705,Versace,Sarah Mower,2006,2004,Spring,17,3,0.8343,0.8235,0.1176,0.0588,0.0
1706,Anna Molinari,Nicole Phelps,2006,2004,Spring,10,3,1.371,0.6,0.2,0.2,0.0
1707,TSE,Laird Borrelli,2006,2004,Spring,14,4,1.7885,0.4286,0.2857,0.2143,0.0714
1708,Moschino,Nicole Phelps,2006,2004,Spring,13,4,1.5466,0.6154,0.1538,0.1538,0.0769
1709,Valentino,Sarah Mower,2006,2004,Spring,19,2,0.7425,0.7895,0.2105,0.0,0.0
1710,Y-3,Tim Blanks,2006,2004,Spring,18,4,1.7652,0.5,0.2222,0.1667,0.1111
1711,Todd Lynn,Sarah Mower,2006,2004,Spring,17,3,0.8343,0.8235,0.1176,0.0588,0.0
1712,Jenni Kayne,Nicole Phelps,2006,2004,Spring,19,3,1.2674,0.6316,0.2632,0.1053,0.0
1713,Sonia Rykiel,Nicole Phelps,2006,2004,Spring,11,3,1.0958,0.7273,0.0909,0.1818,0.0
1714,Saint Laurent,Sarah Mower,2006,2004,Spring,18,4,1.3355,0.6667,0.0556,0.2222,0.0556
1715,J. Mendel,Nicole Phelps,2006,2004,Spring,16,3,1.1216,0.6875,0.25,0.0625,0.0
1716,Michael Kors,Nicole Phelps,2006,2004,Spring,18,4,1.0975,0.7778,0.1111,0.0556,0.0556
1717,Trovata,Nicole Phelps,2006,2004,Spring,8,2,0.5436,0.875,0.125,0.0,0.0
1718,Salvatore Ferragamo,Nicole Phelps,2006,2004,Spring,9,4,1.8911,0.3333,0.2222,0.3333,0.1111
1719,Christopher Kane,Sarah Mower,2006,2004,Spring,12,3,1.3844,0.5833,0.1667,0.25,0.0
1720,Richard Nicoll,Sarah Mower,2006,2004,Spring,15,3,1.1033,0.7333,0.1333,0.1333,0.0
1721,Derek Lam,Nicole Phelps,2006,2004,Spring,13,3,1.1401,0.6923,0.2308,0.0769,0.0
1722,Nicolas Andreas Taralis,Sarah Mower,2006,2004,Spring,16,3,0.8684,0.8125,0.125,0.0625,0.0
1723,Aquascutum,Sarah Mower,2006,2004,Spring,17,3,1.0224,0.7647,0.1176,0.1176,0.0
1724,Giambattista Valli,Nicole Phelps,2006,2004,Spring,19,3,1.1897,0.6842,0.2105,0.0,0.1053
1725,Karen Walker,Tim Blanks,2006,2004,Spring,22,4,1.2433,0.7273,0.1364,0.0455,0.0909
1726,Oscar de la Renta,Nicole Phelps,2006,2004,Spring,20,3,0.7476,0.85,0.1,0.05,0.0
1727,Richard Chai Love,Laird Borrelli,2006,2004,Spring,13,2,0.7793,0.7692,0.2308,0.0,0.0
1728,Phi,Laird Borrelli,2006,2004,Spring,11,3,1.2407,0.6364,0.2727,0.0,0.0909
1729,L.A.M.B.,Laird Borrelli,2006,2004,Spring,13,4,1.352,0.6923,0.1538,0.0769,0.0769
1730,Max Azria,Laird Borrelli,2006,2004,Spring,11,3,1.4949,0.4545,0.3636,0.1818,0.0
1731,Malandrino,Nicole Phelps,2006,2004,Spring,9,3,0.9864,0.7778,0.1111,0.1111,0.0
1732,Lela Rose,Nicole Phelps,2006,2004,Spring,13,4,1.6692,0.5385,0.1538,0.2308,0.0769
1733,Ann Demeulemeester,Sarah Mower,2006,2004,Spring,23,4,1.1546,0.7391,0.1739,0.0435,0.0435
1734,Alexandre Herchcovitch,Laird Borrelli,2006,2004,Spring,13,4,1.5466,0.6154,0.1538,0.1538,0.0769
1735,Bill Blass,Laird Borrelli,2006,2004,Spring,18,4,1.7223,0.3889,0.3889,0.1667,0.0556
1736,Sari Gueron,Laird Borrelli,2006,2004,Spring,15,3,1.053,0.7333,0.0667,0.2,0.0
1737,Balmain,Nicole Phelps,2006,2004,Spring,16,4,1.5016,0.625,0.1875,0.125,0.0625
1738,Stella McCartney,Nicole Phelps,2006,2004,Spring,18,2,0.5033,0.8889,0.0,0.1111,0.0
1739,Martin Grant,Nicole Phelps,2006,2004,Spring,12,3,1.0409,0.75,0.0833,0.1667,0.0
1740,Antonio Berardi,Nicole Phelps,2006,2004,Spring,15,4,1.7232,0.5333,0.1333,0.2,0.1333
1741,Alice Roi,Laird Borrelli,2006,2004,Spring,12,4,1.4183,0.6667,0.1667,0.0833,0.0833
1742,Matthew Williamson,Nicole Phelps,2006,2004,Spring,14,3,1.0949,0.7143,0.2143,0.0714,0.0
1743,Erdem,Sarah Mower,2006,2004,Spring,16,3,1.4197,0.5625,0.1875,0.25,0.0
1744,Doo.Ri,Nicole Phelps,2006,2004,Spring,13,4,1.7381,0.4615,0.1538,0.3077,0.0769
1745,Marios Schwab,Sarah Mower,2006,2004,Spring,18,4,1.4047,0.6667,0.1667,0.1111,0.0556
1746,Viktor & Rolf,Sarah Mower,2006,2004,Spring,19,4,1.578,0.5263,0.3158,0.1053,0.0526
1747,Missoni,Nicole Phelps,2006,2004,Spring,21,3,1.1255,0.7143,0.0952,0.1905,0.0
1748,Alessandro Dell'Acqua,Sarah Mower,2006,2004,Spring,11,3,1.0958,0.7273,0.1818,0.0909,0.0
1749,Chalayan,Sarah Mower,2006,2004,Spring,41,4,1.2774,0.7073,0.0732,0.1707,0.0488
1750,United Bamboo,Laird Borrelli,2006,2004,Spring,13,3,0.9913,0.7692,0.1538,0.0769,0.0
1751,Prada,Sarah Mower,2006,2004,Spring,26,4,1.5326,0.6154,0.1923,0.0769,0.1154
