review_id,brand,author,year,era,season,chain_len,n_distinct,entropy_bits,share__Being & Presentation,share__Generic Action,share__Cognition,share__Initiation,share__Perception,share__Continuation & Development,share__Construction & Composition,share__Placement,share__Naming & Noting,share__Tailoring,share__Garment & Styling,share__Direction & Showcase,share__Traversal Motion,share__Competition,share__Desire & Affinity,share__Design & Ornamentation,share__Spatial Placement,share__Evocation,share__Visual Effect,share__Transformation,share__Combination,share__Rejection & Departure,share__Reinterpretation,share__Sonic Metaphors,share__Ornamentation,share__Fluid Motion,share__Allusion,share__Runway Motion,share__Resistance,share__Refinement
2083,Max Mara,Sarah Mower,2007,2007,Spring,18,12,3.4613,0.1667,0.0556,0.0556,0.0556,0.0556,0.1111,0.0556,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0556,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556
2084,Rag & Bone,Nicole Phelps,2007,2007,Spring,13,8,2.8731,0.1538,0.1538,0.2308,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.1538,0.0,0.0,0.0769,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769
2085,Luca Luca,Meenal Mistry,2007,2007,Spring,22,10,2.8676,0.2727,0.2727,0.0455,0.0909,0.0,0.0455,0.0455,0.0,0.0,0.0,0.0,0.0455,0.0,0.0909,0.0455,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,Alexander McQueen,Sarah Mower,2007,2007,Spring,20,11,3.0016,0.35,0.1,0.05,0.05,0.15,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0
2087,Emporio Armani,Nicole Phelps,2007,2007,Spring,16,7,2.4835,0.1875,0.375,0.125,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,Chaiken,Laird Borrelli-Persson,2007,2007,Spring,13,6,2.1997,0.1538,0.4615,0.1538,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,Carolina Herrera,Nicole Phelps,2007,2007,Spring,15,8,2.4635,0.4667,0.0667,0.1333,0.0,0.0667,0.0,0.0,0.0667,0.0667,0.0,0.0,0.0667,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,VPL,Laird Borrelli-Persson,2007,2007,Spring,15,8,2.6062,0.4,0.0667,0.0667,0.0667,0.1333,0.1333,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,Proenza Schouler,Nicole Phelps,2007,2007,Spring,18,8,2.6416,0.2222,0.3333,0.0556,0.1111,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0
2092,Givenchy,Nicole Phelps,2007,2007,Spring,14,8,2.8424,0.2143,0.0,0.2143,0.0,0.1429,0.0714,0.0714,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0
2093,Junya Watanabe,Sarah Mower,2007,2007,Spring,19,11,3.3661,0.1053,0.1579,0.1053,0.1053,0.1053,0.0526,0.0526,0.0,0.1053,0.1053,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,Monique Lhuillier,Meenal Mistry,2007,2007,Spring,22,10,2.8567,0.3182,0.2273,0.0909,0.0,0.0455,0.0455,0.0455,0.0,0.0909,0.0,0.0455,0.0,0.0455,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,Rodarte,Laird Borrelli-Persson,2007,2007,Spring,16,6,2.0778,0.5,0.1875,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,Tracy Reese,Joanna Rodger,2007,2007,Spring,8,5,2.1556,0.25,0.375,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,Elie Tahari,Laird Borrelli-Persson,2007,2007,Spring,6,4,1.7925,0.5,0.0,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,Berardi,Nicole Phelps,2007,2007,Spring,12,7,2.585,0.3333,0.0833,0.1667,0.0833,0.1667,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,Abaeté,Meenal Mistry,2007,2007,Spring,14,8,2.6645,0.2857,0.0714,0.0,0.2857,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0
2100,Chris Benz,Meenal Mistry,2007,2007,Spring,21,11,3.0464,0.1429,0.2857,0.1905,0.0476,0.0,0.0,0.0476,0.0476,0.0,0.0476,0.0476,0.0476,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,Thakoon,Laird Borrelli-Persson,2007,2007,Spring,18,8,2.6416,0.3333,0.2222,0.1111,0.0,0.0556,0.0556,0.0556,0.0,0.0,0.0,0.0,0.0,0.0556,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,Heatherette,Meenal Mistry,2007,2007,Spring,21,9,2.8132,0.3333,0.1429,0.1429,0.0952,0.0476,0.0952,0.0476,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0
2103,Prada,Sarah Mower,2007,2007,Spring,20,11,2.9219,0.4,0.1,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0
2104,Bruce,Nicole Phelps,2007,2007,Spring,16,7,2.3496,0.4375,0.125,0.0,0.1875,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,Comme des Garçons,Sarah Mower,2007,2007,Spring,17,9,2.6962,0.4118,0.0588,0.0,0.0,0.0,0.0,0.0588,0.0588,0.0,0.0,0.0,0.0,0.1176,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.1176,0.0588,0.0,0.0,0.0
2106,Y-3,Meenal Mistry,2007,2007,Spring,14,9,2.9852,0.2143,0.0714,0.0,0.2143,0.0,0.0,0.0,0.1429,0.0714,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0714,0.0,0.0,0.0
2107,Elie Saab,Nicole Phelps,2007,2007,Spring,15,7,2.5736,0.2667,0.2667,0.0,0.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,0.0667,0.0,0.0,0.0,0.0,0.0
2108,Benjamin Cho,Laird Borrelli-Persson,2007,2007,Spring,18,9,2.6144,0.4444,0.0,0.0556,0.1111,0.0556,0.1111,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0556,0.0
2109,Costello Tagliapietra,Laird Borrelli-Persson,2007,2007,Spring,16,10,3.2028,0.1875,0.125,0.125,0.125,0.0,0.125,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
2110,Alessandro Dell'Acqua,Sarah Mower,2007,2007,Spring,14,8,2.6385,0.3571,0.0714,0.2143,0.0,0.0,0.0714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0
2111,Tuleh,Laird Borrelli-Persson,2007,2007,Spring,23,10,2.8927,0.3478,0.087,0.087,0.0435,0.1304,0.1304,0.0,0.0,0.0,0.0435,0.0,0.0435,0.0,0.0435,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,Giorgio Armani,Nicole Phelps,2007,2007,Spring,13,8,2.7774,0.3077,0.1538,0.1538,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0769,0.0769,0.0,0.0,0.0,0.0,0.0,0.0
2113,Richard Chai Love,Meenal Mistry,2007,2007,Spring,24,7,2.1175,0.4167,0.3333,0.0417,0.0417,0.0,0.0833,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,Céline,Nicole Phelps,2007,2007,Spring,15,9,2.8159,0.3333,0.2,0.0667,0.0667,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0
2115,Balmain,Nicole Phelps,2007,2007,Spring,14,6,2.217,0.2143,0.4286,0.0714,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,Lela Rose,Nicole Phelps,2007,2007,Spring,14,9,3.0931,0.1429,0.1429,0.1429,0.1429,0.1429,0.0,0.0714,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0
2117,Rachel Comey,Laird Borrelli-Persson,2007,2007,Spring,13,7,2.4997,0.1538,0.3846,0.0769,0.1538,0.0769,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0
2118,Topshop Unique,Sarah Mower,2007,2007,Spring,14,6,2.1281,0.0714,0.4286,0.2857,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,Daryl K,Joanna Rodger,2007,2007,Spring,8,5,2.1556,0.375,0.125,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,McQ Alexander McQueen,Nicole Phelps,2007,2007,Spring,12,7,2.5221,0.3333,0.0833,0.25,0.0833,0.0833,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,Just Cavalli,Nicole Phelps,2007,2007,Spring,11,6,2.4131,0.2727,0.0909,0.0909,0.2727,0.1818,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,Jeremy Laing,Joanna Rodger,2007,2007,Spring,11,6,2.3685,0.1818,0.0,0.0,0.0,0.1818,0.0909,0.0,0.0,0.0,0.3636,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,DKNY,Meenal Mistry,2007,2007,Spring,23,6,1.9316,0.5652,0.1304,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0
2124,L'Wren Scott,Nicole Phelps,2007,2007,Spring,13,8,2.6535,0.1538,0.3846,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0769,0.0769,0.0,0.0769,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,Aquascutum,Sarah Mower,2007,2007,Spring,22,10,3.0495,0.2727,0.0455,0.0909,0.1364,0.0909,0.0909,0.0,0.1364,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0
2126,Martin Grant,Nicole Phelps,2007,2007,Spring,12,6,2.4591,0.25,0.25,0.0,0.1667,0.0,0.1667,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0
2127,Philosophy,Meenal Mistry,2007,2007,Spring,16,7,2.25,0.5,0.125,0.0625,0.125,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,Sophia Kokosalaki,Sarah Mower,2007,2007,Spring,17,9,2.6518,0.4118,0.1765,0.0,0.0588,0.0588,0.0588,0.0,0.0,0.0588,0.0588,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,Christian Dior,Sarah Mower,2007,2007,Spring,22,12,2.9808,0.4091,0.0909,0.0455,0.0455,0.0,0.0,0.0455,0.0455,0.0,0.0,0.0455,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0455,0.0909,0.0455,0.0,0.0
2130,Cynthia Rowley,Joanna Rodger,2007,2007,Spring,10,6,2.5219,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,Christian Lacroix,Sarah Mower,2007,2007,Spring,15,9,2.8662,0.3333,0.1333,0.0,0.1333,0.0,0.0,0.0,0.0667,0.0667,0.0,0.0,0.0667,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0
2132,Threeasfour,Nicole Phelps,2007,2007,Spring,19,11,3.1106,0.2632,0.1053,0.0526,0.2105,0.0526,0.0526,0.0526,0.0,0.0,0.0526,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0
2133,Anna Sui,Nicole Phelps,2007,2007,Spring,11,7,2.7322,0.1818,0.1818,0.0,0.1818,0.1818,0.0909,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,Burberry Prorsum,Sarah Mower,2007,2007,Spring,22,11,3.0773,0.3182,0.0455,0.0909,0.1364,0.0455,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0,0.0455,0.0,0.0,0.0,0.0455,0.0,0.0
2135,Phi,Meenal Mistry,2007,2007,Spring,13,7,2.6032,0.2308,0.2308,0.2308,0.0,0.0,0.0769,0.0769,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0
2136,Tao,Nicole Phelps,2007,2007,Spring,11,6,2.4131,0.2727,0.2727,0.0,0.1818,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,Jonathan Saunders,Sarah Mower,2007,2007,Spring,20,11,3.1842,0.2,0.1,0.05,0.15,0.05,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0
2138,Charles Nolan,Laird Borrelli-Persson,2007,2007,Spring,13,5,1.823,0.5385,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.2308,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,Anne Valérie Hash,Nicole Phelps,2007,2007,Spring,21,9,2.8152,0.2857,0.0952,0.0,0.2381,0.0476,0.0,0.0952,0.0476,0.0952,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,Dolce & Gabbana,Sarah Mower,2007,2007,Spring,14,8,2.7534,0.2857,0.2143,0.0714,0.1429,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,Jean Paul Gaultier,Nicole Phelps,2007,2007,Spring,15,8,2.6826,0.3333,0.2,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.0,0.0
2142,Salvatore Ferragamo,Nicole Phelps,2007,2007,Spring,14,9,2.9502,0.2857,0.1429,0.0714,0.0,0.0,0.0714,0.0,0.1429,0.0,0.0,0.0,0.0,0.0714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,Vera Wang,Nicole Phelps,2007,2007,Spring,21,9,2.5576,0.4286,0.0952,0.0476,0.0476,0.1905,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0476,0.0,0.0,0.0,0.0476
2144,Sari Gueron,Meenal Mistry,2007,2007,Spring,22,9,2.6172,0.4091,0.1818,0.0455,0.0,0.0909,0.0455,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0455,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,J. Mendel,Laird Borrelli-Persson,2007,2007,Spring,10,9,3.1219,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
2146,Marc by Marc Jacobs,Nicole Phelps,2007,2007,Spring,16,7,2.25,0.5,0.125,0.0,0.0,0.0625,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,Yigal AzrouÔl,Laird Borrelli-Persson,2007,2007,Spring,20,10,2.9394,0.35,0.1,0.1,0.0,0.05,0.1,0.0,0.05,0.05,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,Hermès,Nicole Phelps,2007,2007,Spring,17,8,2.7045,0.3529,0.1176,0.0,0.1176,0.0,0.0,0.0,0.1176,0.0588,0.1176,0.0588,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,3.1 Phillip Lim,Meenal Mistry,2007,2007,Spring,22,11,3.0838,0.2727,0.1818,0.0455,0.0455,0.1364,0.0,0.0909,0.0,0.0455,0.0,0.0,0.0,0.0455,0.0,0.0455,0.0,0.0455,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,Karen Walker,Meenal Mistry,2007,2007,Spring,15,9,2.9232,0.2,0.2667,0.0667,0.0,0.0667,0.0,0.0667,0.1333,0.0,0.0,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0
2151,Anna Molinari,Sarah Mower,2007,2007,Spring,15,7,2.4226,0.1333,0.4,0.0667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667
2152,Nicole Miller,Meenal Mistry,2007,2007,Spring,16,9,2.6468,0.4375,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0
2153,Matthew Williamson,Tim Blanks,2007,2007,Spring,32,11,2.9485,0.2812,0.1562,0.1875,0.125,0.0312,0.0312,0.0,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.0,0.0312,0.0,0.0,0.0625,0.0,0.0,0.0,0.0312,0.0,0.0,0.0
2154,Jenni Kayne,Nicole Phelps,2007,2007,Spring,18,8,2.6158,0.2778,0.1667,0.0,0.0,0.2778,0.0,0.0,0.0556,0.0556,0.0,0.0,0.0556,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0
2155,Dries Van Noten,Sarah Mower,2007,2007,Spring,22,13,3.5383,0.1364,0.1364,0.0909,0.1364,0.0455,0.0455,0.0455,0.0455,0.0455,0.0,0.0,0.0,0.0909,0.0,0.0909,0.0455,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,Kris Van Assche,Tim Blanks,2007,2007,Spring,20,11,3.1414,0.25,0.2,0.1,0.05,0.05,0.0,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0
2157,Bill Blass,Laird Borrelli-Persson,2007,2007,Spring,9,6,2.5033,0.2222,0.2222,0.1111,0.0,0.2222,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0
2158,Pollini,Tim Blanks,2007,2007,Spring,19,11,3.1953,0.2105,0.2105,0.0526,0.0526,0.1053,0.0,0.0526,0.0526,0.0,0.0,0.0,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0526,0.0,0.0,0.0
2159,Fendi,Sarah Mower,2007,2007,Spring,17,8,2.5869,0.3529,0.0588,0.0,0.2353,0.0,0.0588,0.0,0.0588,0.0588,0.0,0.0,0.0,0.1176,0.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,Adam Lippes,Joanna Rodger,2007,2007,Spring,14,8,2.8074,0.2857,0.1429,0.1429,0.0714,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0
2161,Giambattista Valli,Sarah Mower,2007,2007,Spring,21,8,2.6061,0.381,0.1429,0.0952,0.1429,0.0476,0.0952,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,Douglas Hannant,Laird Borrelli-Persson,2007,2007,Spring,5,4,1.9219,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,Ruffian,Nicole Phelps,2007,2007,Spring,14,8,2.8424,0.2143,0.2143,0.0714,0.0714,0.1429,0.1429,0.0714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,La Perla,Nicole Phelps,2007,2007,Spring,16,8,2.6556,0.375,0.0625,0.125,0.0,0.125,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
